,puma,AssedImprov_perc_07,LotArea_07,availFAR_perc_07,st_2007,YearBuilt_07,is_residential
12876,4112.0,85.5,1155.0,-20.0,,1920.0,Y
12934,,0.0,14400.0,100.0,,0.0,N
12950,4113.0,80.7,2352.0,60.0,,1920.0,Y
12979,,28.6,3463.0,100.0,,0.0,N
13011,4016.0,86.0,2000.0,-94.4,,1986.0,Y
13078,4006.0,95.5,2667.0,-8.5,,1930.0,Y
13145,4104.0,77.6,6200.0,36.0,,1935.0,Y
13167,4104.0,74.6,10350.0,48.0,,1930.0,Y
13185,4006.0,94.9,2300.0,3.7,6.0,1906.0,Y
13228,4005.0,0.0,2500.0,100.0,,0.0,N
13234,4101.0,53.2,26758.0,-2.0,,1950.0,N
13259,3810.0,82.1,2583.0,40.7,,1900.0,Y
13350,4106.0,80.8,3960.0,86.4,,1935.0,Y
13485,4109.0,0.0,24000.0,85.0,,2007.0,Y
13552,4001.0,89.2,1452.0,21.4,,1901.0,Y
13557,4003.0,85.0,1297.0,-16.0,,1901.0,Y
13581,4016.0,84.9,3364.0,51.1,,1925.0,Y
13600,4112.0,85.1,2500.0,64.4,,1925.0,Y
13633,4103.0,76.8,2994.0,-8.3,,1950.0,Y
13679,4105.0,78.5,4500.0,58.0,,1950.0,Y
13680,4018.0,92.1,1750.0,-24.8,,2005.0,Y
13681,4103.0,0.0,3125.0,100.0,,0.0,N
13710,3805.0,63.0,2008.0,37.7,,1899.0,Y
13744,4012.0,82.1,2037.0,30.5,,1930.0,Y
13757,3803.0,70.0,2198.0,48.5,,1910.0,Y
13807,4109.0,85.4,2850.0,24.4,,1920.0,Y
13862,4016.0,0.0,4200.0,100.0,,0.0,N
13872,4004.0,75.5,5000.0,50.0,,1951.0,N
13873,3806.0,79.0,2043.0,18.8,3.0,1972.0,Y
13886,3903.0,77.2,8625.0,65.0,,1899.0,Y
13900,4103.0,84.6,3963.0,50.0,,1920.0,Y
13944,4003.0,81.1,1667.0,30.9,,1899.0,Y
13967,3902.0,69.7,6000.0,48.0,,1925.0,Y
14014,3810.0,51.8,1857.0,21.2,,1900.0,Y
14026,4112.0,84.2,2520.0,16.7,,1915.0,Y
14065,4001.0,0.0,937.0,100.0,,0.0,N
14076,3701.0,72.1,5287.0,80.7,,1930.0,Y
14082,4110.0,70.0,2492.0,-3.7,,1930.0,Y
14121,3708.0,83.5,7500.0,86.9,,1905.0,Y
14122,,,3820.0,100.0,,0.0,N
14138,4004.0,90.2,1850.0,-12.5,,1899.0,Y
14161,4103.0,85.9,4000.0,-44.0,,2001.0,N
14223,4012.0,83.4,2003.0,44.4,,1915.0,Y
14271,3805.0,46.3,8939.0,-27.3,,1930.0,Y
14285,4012.0,85.0,1600.0,25.9,,1931.0,Y
14287,4017.0,84.1,2149.0,25.6,,1930.0,Y
14314,4005.0,71.6,1825.0,48.6,,1900.0,Y
14335,4105.0,84.9,4000.0,43.3,,1950.0,Y
14351,3708.0,78.7,2501.0,70.9,,1931.0,N
14352,4002.0,96.2,1022.0,-149.5,,1931.0,Y
14373,3709.0,68.6,3200.0,56.0,,1960.0,Y
14375,4012.0,94.4,2517.0,-18.5,,1922.0,Y
14409,3710.0,94.2,10605.0,14.8,,1922.0,Y
14416,4112.0,81.9,5000.0,65.0,,1950.0,Y
14419,4003.0,70.1,1875.0,53.1,,1931.0,Y
14446,4103.0,80.2,8000.0,26.0,,1935.0,Y
14459,3706.0,81.3,3019.0,73.8,,1990.0,N
14463,4017.0,84.6,2100.0,32.2,,1920.0,Y
14474,4016.0,85.4,3500.0,71.2,,1920.0,Y
14491,3810.0,46.4,4130.0,-50.2,14.0,1910.0,Y
14498,4101.0,70.0,2602.0,49.6,,1931.0,Y
14504,3708.0,0.0,4375.0,100.0,,0.0,N
14517,4012.0,85.1,4540.0,100.0,,0.0,N
14536,4109.0,82.2,2142.0,15.6,,1940.0,Y
14544,4016.0,85.5,1600.0,-2.2,,1930.0,Y
14554,4103.0,82.4,4085.0,55.0,,1950.0,Y
14567,4008.0,72.1,5000.0,87.2,,1910.0,Y
14623,4105.0,83.4,3000.0,18.3,,1935.0,Y
14645,3903.0,0.0,2715.0,100.0,,0.0,N
14703,4104.0,84.0,2000.0,0.0,,1970.0,Y
14758,3901.0,81.9,4000.0,32.0,,1955.0,Y
14764,4004.0,0.0,1200.0,100.0,,0.0,N
14772,4006.0,83.3,2000.0,25.9,,1899.0,Y
14789,4108.0,77.0,6242.0,100.0,,0.0,N
14799,3810.0,67.4,815.0,32.3,,1920.0,Y
14802,4103.0,83.7,3242.0,41.1,,1960.0,Y
14827,3902.0,78.4,3720.0,53.3,,1930.0,Y
14851,4109.0,2.3,5014.0,97.8,,1931.0,N
14870,4004.0,85.3,3167.0,61.7,,1931.0,Y
14888,4101.0,80.3,2500.0,68.0,,1920.0,Y
14956,3901.0,80.9,7600.0,66.0,,1970.0,Y
14958,4013.0,84.3,2000.0,19.3,,1920.0,Y
14963,4104.0,77.0,5000.0,40.0,,1915.0,Y
14978,4103.0,79.8,8200.0,40.0,,1925.0,Y
14979,4106.0,73.7,65000.0,83.1,,1954.0,N
15012,3901.0,0.0,3807.0,100.0,,0.0,N
15017,4015.0,90.2,4000.0,2.0,,1935.0,Y
15053,4110.0,81.2,2500.0,13.3,,1940.0,Y
15077,4103.0,0.0,3375.0,100.0,,0.0,N
15141,4102.0,65.8,2678.0,43.5,,0.0,N
15144,3709.0,0.0,113500.0,100.0,,0.0,N
15151,3903.0,84.1,5000.0,5.0,,1910.0,Y
15186,3903.0,8.1,5000.0,-48.3,,1931.0,N
15192,4101.0,84.7,2348.0,53.6,,1920.0,Y
15196,4105.0,81.9,4000.0,40.0,,1955.0,Y
15215,3807.0,0.0,2469.0,100.0,346.0,0.0,N
15246,3808.0,79.9,1975.0,42.0,1.0,1910.0,Y
15253,4105.0,84.7,4000.0,58.0,,1940.0,Y
15261,4105.0,85.0,3575.0,48.3,,1920.0,Y
15289,4016.0,77.7,11440.0,26.7,,1950.0,Y
15290,3805.0,20.8,1360.0,68.4,,1910.0,Y
15293,4001.0,71.7,2500.0,50.6,,1931.0,Y
15298,4113.0,84.5,3000.0,61.7,,1935.0,Y
15302,4006.0,69.9,2729.0,52.5,,1931.0,Y
15364,4001.0,80.0,5912.0,70.8,,0.0,N
15374,4003.0,81.1,1775.0,30.9,,1899.0,Y
15379,4106.0,0.0,7200.0,100.0,,0.0,N
15408,4109.0,84.6,2500.0,16.8,,1910.0,Y
15484,4105.0,75.0,6000.0,54.0,,1955.0,Y
15492,3805.0,50.7,1600.0,77.0,,1910.0,Y
15500,4007.0,86.5,86304.0,21.8,,1985.0,Y
15501,3902.0,78.2,5565.0,76.7,,1910.0,Y
15556,4017.0,70.0,4059.0,38.4,,1923.0,Y
15571,3710.0,84.0,1975.0,50.0,,1908.0,Y
15584,4104.0,79.9,6000.0,24.0,,1955.0,Y
15594,3705.0,83.0,1694.0,61.6,,1970.0,Y
15607,4001.0,87.9,3450.0,81.5,,1910.0,Y
15640,4008.0,85.0,1800.0,-60.0,,1910.0,Y
15659,3808.0,43.8,2581.0,46.5,,1887.0,N
15664,4113.0,80.1,3450.0,20.0,,1940.0,Y
15680,4003.0,84.9,2000.0,37.4,,1910.0,Y
15698,4014.0,41.4,2100.0,5.0,,1931.0,N
15706,4013.0,80.2,7400.0,67.0,,1958.0,N
15708,3803.0,0.0,1873.0,100.0,,0.0,N
15714,4103.0,85.3,2500.0,100.0,,0.0,N
15727,4016.0,81.8,10000.0,10.0,,1955.0,Y
15731,3810.0,77.5,20035.0,-202.6,,1930.0,N
15735,4007.0,88.0,1600.0,-13.2,,1905.0,Y
15753,4015.0,82.9,4000.0,12.0,,1915.0,Y
15832,3810.0,57.7,10586.0,-67.6,,1951.0,N
15833,3808.0,76.6,24786.0,-39.5,,1923.0,N
15867,4104.0,1.2,5400.0,100.0,,0.0,N
15879,4016.0,70.0,3223.0,22.4,,1925.0,Y
15929,4010.0,70.0,2750.0,32.1,,1930.0,Y
15971,4107.0,83.6,2000.0,-7.0,,1971.0,Y
15986,4110.0,78.7,2250.0,34.8,,1920.0,Y
15995,,,1911.0,3.7,,2007.0,Y
16016,4012.0,82.6,1786.0,46.5,,1915.0,Y
16028,4016.0,86.2,2000.0,24.4,,1920.0,Y
16065,4105.0,84.7,2900.0,-22.2,,1975.0,Y
16099,3901.0,77.9,4000.0,76.7,,1950.0,Y
16122,4011.0,82.3,2500.0,47.7,,1905.0,Y
16141,3902.0,0.0,23652.0,100.0,,0.0,N
16177,4111.0,80.4,5570.0,100.0,,0.0,N
16186,4004.0,81.0,2000.0,31.5,,1899.0,Y
16226,3810.0,87.4,1275.0,20.4,,1915.0,N
16249,4105.0,83.2,5000.0,36.0,,1950.0,Y
16254,4107.0,83.4,2500.0,42.4,,1930.0,Y
16316,4110.0,74.7,5200.0,70.0,,1950.0,Y
16331,4014.0,85.6,4820.0,66.4,,1930.0,Y
16352,4018.0,0.0,2000.0,7.4,,2007.0,N
16465,4104.0,79.2,4280.0,26.0,,1940.0,Y
16514,4004.0,90.5,2000.0,16.0,,1899.0,Y
16538,4002.0,10.7,1875.0,93.4,,1931.0,N
16542,4016.0,84.7,3492.0,10.0,,1925.0,Y
16543,4104.0,82.8,20000.0,70.0,,1920.0,Y
16562,3901.0,78.2,6700.0,55.0,,1960.0,Y
16578,4104.0,84.0,14993.0,66.0,,1950.0,Y
16622,4113.0,86.9,4000.0,53.3,,1920.0,Y
16639,4105.0,81.5,4000.0,76.7,,1940.0,Y
16657,3807.0,26.1,2600.0,69.0,,1925.0,N
16658,4005.0,84.7,4000.0,86.7,,1921.0,N
16660,3805.0,77.1,9525.0,-0.4,,1914.0,Y
16672,,,4000.0,100.0,,0.0,N
16677,4103.0,83.9,4000.0,33.3,,1925.0,Y
16755,4001.0,92.7,5000.0,33.3,,1990.0,N
16775,4108.0,82.7,2310.0,50.0,,1955.0,Y
16778,4104.0,84.4,8000.0,48.0,,1930.0,Y
16790,3901.0,76.5,5000.0,68.3,,1965.0,Y
16804,4012.0,89.7,5017.0,-146.1,,2008.0,Y
16826,3810.0,68.0,2500.0,62.5,8.0,1900.0,Y
16866,4018.0,84.7,1687.0,68.7,,1970.0,Y
16873,4001.0,82.1,2500.0,54.7,,1899.0,Y
16875,4104.0,74.2,5000.0,46.7,,1960.0,Y
16887,4105.0,77.1,4750.0,68.3,,1945.0,Y
16892,3710.0,79.0,2000.0,63.1,,1931.0,N
16900,4104.0,81.1,9975.0,88.0,,1955.0,Y
16913,4101.0,28.2,87156.0,89.2,,1931.0,N
16977,3808.0,32.1,10041.0,51.6,,1962.0,N
16979,3902.0,72.4,6000.0,66.7,,1945.0,Y
17054,4001.0,69.9,2500.0,0.0,,1931.0,N
17068,4101.0,76.5,3807.0,74.4,,1920.0,Y
17072,3902.0,79.5,8250.0,40.0,,1960.0,Y
17136,4102.0,82.7,1600.0,-51.7,,1945.0,Y
17147,4103.0,38.5,65920.0,23.3,,1941.0,N
17206,4017.0,61.7,1737.0,-27.2,,1928.0,Y
17228,3805.0,81.8,2008.0,31.0,,1920.0,Y
17271,4005.0,63.8,39000.0,40.8,,1970.0,N
17336,4004.0,79.0,19413.0,3.8,,1923.0,N
17338,,0.0,6460.0,100.0,,0.0,N
17375,3805.0,85.3,2008.0,37.7,3.0,1920.0,Y
17380,4012.0,96.7,2817.0,-31.3,8.0,1904.0,Y
17415,4003.0,82.6,2000.0,32.5,,1899.0,Y
17442,4110.0,78.2,2800.0,23.2,,1925.0,Y
17503,3702.0,72.9,7500.0,82.2,,1948.0,Y
17507,4001.0,89.6,4035.0,81.1,,1920.0,Y
17545,4014.0,78.0,1967.0,-14.4,,1930.0,N
17554,4014.0,85.7,2500.0,23.2,,1930.0,Y
17585,4015.0,83.4,3000.0,-30.0,,1925.0,Y
17593,4101.0,82.3,3392.0,76.5,,1920.0,Y
17603,,0.0,2000.0,100.0,,0.0,N
17618,4018.0,18.4,25795.0,90.0,,1931.0,N
17625,4002.0,70.0,2625.0,35.4,,1931.0,Y
17627,4001.0,21.3,1970.0,58.8,,1950.0,N
17635,4009.0,85.4,3100.0,26.7,,1920.0,Y
17639,4104.0,81.2,1958.0,38.9,,1920.0,Y
17641,4001.0,69.9,1500.0,26.5,,1931.0,Y
17669,4016.0,0.0,2000.0,100.0,,0.0,N
17704,4013.0,84.7,4000.0,56.3,,1920.0,Y
17738,4017.0,84.3,3000.0,29.6,,1930.0,Y
17750,4006.0,15.9,1253.0,90.7,,0.0,N
17769,4103.0,80.4,4683.0,30.0,,1960.0,Y
17771,3807.0,86.8,2500.0,18.3,,1910.0,Y
17775,4010.0,82.0,1600.0,-67.2,,1931.0,Y
17776,3803.0,91.8,1817.0,56.7,,1920.0,Y
17783,4006.0,91.4,2357.0,21.5,,1910.0,Y
17796,4102.0,84.7,4000.0,-46.7,,1920.0,Y
17801,4016.0,81.2,1800.0,37.8,,1925.0,Y
17824,3807.0,37.9,2008.0,60.1,,1920.0,N
17826,4101.0,84.5,2000.0,48.0,,1930.0,Y
17827,4103.0,83.6,2000.0,13.6,,1931.0,Y
17830,4018.0,84.2,2200.0,41.6,,1955.0,Y
17843,4113.0,84.0,4000.0,56.7,,1925.0,Y
17844,4011.0,83.7,2000.0,28.8,,1899.0,Y
17862,4016.0,84.9,2900.0,58.4,,1930.0,Y
17863,4001.0,82.2,1600.0,58.8,,1899.0,Y
17899,4002.0,0.0,2500.0,100.0,,0.0,N
17912,3901.0,73.8,21250.0,81.7,,1930.0,Y
17917,4110.0,79.1,2925.0,40.0,,1920.0,Y
17937,4016.0,85.0,1800.0,41.2,,1927.0,Y
17950,4110.0,45.1,21028.0,71.0,,1996.0,N
17972,,0.0,6000.0,100.0,,0.0,N
17982,3807.0,45.9,2468.0,86.7,,1980.0,N
18024,3703.0,77.9,2392.0,16.7,,1970.0,Y
18043,4013.0,81.6,1700.0,44.4,,1925.0,Y
18049,3902.0,57.3,148000.0,56.0,,1931.0,N
18094,4001.0,88.4,1892.0,39.9,,1901.0,Y
18119,3810.0,57.6,2244.0,57.0,,1901.0,Y
18150,3708.0,2.4,6642.0,100.0,,1924.0,N
18152,3807.0,39.7,7175.0,-2.3,,1916.0,N
18154,3810.0,61.4,1750.0,-14.0,,1899.0,Y
18204,4008.0,84.5,2920.0,63.4,,1925.0,Y
18263,3809.0,83.6,2285.0,-2.9,4.0,1920.0,Y
18278,4003.0,87.4,1775.0,30.9,,1899.0,Y
18291,3706.0,91.0,13000.0,42.4,,1931.0,N
18317,4105.0,83.5,3225.0,53.3,,1950.0,Y
18321,3903.0,85.1,3388.0,30.0,,1920.0,Y
18335,3808.0,68.1,2510.0,28.7,,1901.0,Y
18360,3708.0,97.2,18400.0,42.7,,2005.0,N
18370,4109.0,83.5,1900.0,35.5,,1911.0,Y
18412,3901.0,79.1,3960.0,100.0,,0.0,N
18425,4003.0,85.0,2000.0,60.0,,1925.0,Y
18465,4103.0,84.6,6000.0,20.0,,1930.0,Y
18503,4010.0,58.3,4040.0,51.2,,1930.0,N
18514,4106.0,85.0,4000.0,46.7,,1945.0,Y
18526,,0.0,5967.0,100.0,,0.0,N
18572,4114.0,0.0,14600.0,100.0,,0.0,N
18615,4006.0,68.6,8950.0,76.2,,1910.0,N
18669,4015.0,84.6,3750.0,-10.0,,1920.0,Y
18671,4103.0,83.3,3700.0,28.3,,1920.0,Y
18674,4106.0,79.8,5838.0,32.0,,1940.0,Y
18685,4108.0,78.3,5000.0,32.0,,1930.0,Y
18694,3809.0,37.1,1824.0,42.5,,1900.0,N
18695,4016.0,80.6,3144.0,73.8,,1940.0,Y
18705,4114.0,88.4,4000.0,37.8,,1929.0,Y
18752,4013.0,68.2,6000.0,23.3,,1899.0,Y
18761,3807.0,56.2,4933.0,90.0,,1930.0,N
18800,4003.0,83.1,2000.0,30.9,,1899.0,Y
18843,4101.0,85.4,1560.0,12.8,,1955.0,Y
18930,3809.0,74.2,3075.0,28.5,,1900.0,Y
18949,4108.0,83.1,2000.0,-40.0,,1940.0,Y
18973,4001.0,97.3,1875.0,25.9,,1931.0,Y
19001,4009.0,84.3,2167.0,14.4,,1935.0,Y
19031,4104.0,85.0,5207.0,62.0,,1955.0,Y
19039,4012.0,85.4,19100.0,33.3,,1955.0,N
19074,3707.0,0.0,1925.0,100.0,,0.0,N
19102,4111.0,83.8,3072.0,12.0,,1910.0,Y
19150,4111.0,84.2,4144.0,100.0,,0.0,N
19159,4015.0,79.7,1700.0,34.4,,1930.0,Y
19188,4112.0,85.1,2670.0,51.2,,1925.0,Y
19214,4111.0,83.8,6750.0,32.0,,1910.0,Y
19218,4003.0,88.2,2000.0,100.0,,0.0,N
19226,4105.0,77.0,4000.0,42.0,,1945.0,Y
19283,3703.0,80.8,1782.0,38.9,,1925.0,Y
19286,4017.0,84.7,2997.0,-14.4,,1920.0,Y
19337,3805.0,86.5,2013.0,69.7,5.0,1920.0,Y
19354,4003.0,0.0,1940.0,100.0,,0.0,N
19391,4110.0,78.6,4000.0,60.0,,1930.0,Y
19403,4016.0,83.2,1003.0,-20.0,,1920.0,Y
19438,4102.0,82.3,4414.0,-15.0,,1945.0,Y
19466,4003.0,81.0,1775.0,4.4,,1899.0,Y
19470,4106.0,78.3,14500.0,50.0,,1945.0,Y
19504,4112.0,82.9,4450.0,86.5,,1910.0,Y
19543,3810.0,45.1,1963.0,86.7,,1930.0,N
19544,4005.0,51.9,2500.0,67.5,,1899.0,Y
19572,4014.0,84.6,3374.0,56.8,,1930.0,Y
19583,3805.0,72.6,2554.0,67.0,2.0,1910.0,Y
19591,4106.0,83.1,4600.0,14.0,,1940.0,Y
19600,,,1911.0,3.7,,2007.0,Y
19612,,82.8,2541.0,29.6,,2002.0,Y
19625,4014.0,70.0,2504.0,-2.4,,1920.0,Y
19635,3901.0,77.6,6060.0,68.3,,1950.0,Y
19650,3802.0,94.9,1632.0,56.4,,1920.0,Y
19652,3705.0,3.4,5000.0,100.0,12.0,0.0,N
19662,3903.0,77.4,6300.0,70.0,,1955.0,Y
19663,4006.0,0.0,4716.0,100.0,,0.0,N
19683,3703.0,85.8,2520.0,-6.7,,1960.0,Y
19684,,,3088.0,-inf,,2007.0,N
19706,4108.0,80.5,1800.0,-10.0,,1930.0,Y
19707,3805.0,69.7,21071.0,-15.3,,1930.0,Y
19710,4007.0,0.0,1920.0,100.0,,0.0,N
19728,4003.0,87.5,2500.0,75.3,,1899.0,Y
19747,3805.0,81.5,7553.0,23.8,,1920.0,N
19761,4112.0,84.4,6000.0,51.7,,1920.0,Y
19797,3801.0,0.0,925.0,100.0,,0.0,N
19817,4016.0,77.5,1080.0,8.8,,1925.0,Y
19835,4018.0,69.9,1600.0,38.3,,1930.0,Y
19837,4001.0,89.9,1121.0,32.3,,1910.0,Y
19851,4112.0,86.3,4500.0,41.7,,1950.0,Y
19865,4103.0,0.0,3350.0,100.0,,0.0,N
19891,4108.0,87.1,19182.0,-132.9,,1961.0,N
19902,4104.0,81.4,2200.0,45.6,,1930.0,Y
19941,4114.0,81.9,6000.0,6.0,,1925.0,Y
19959,4014.0,85.3,2654.0,-6.4,,1930.0,Y
19962,3807.0,47.6,4938.0,58.2,,1920.0,N
19974,4112.0,83.9,6102.0,56.7,,1945.0,Y
19992,3807.0,61.8,2472.0,75.3,,1930.0,N
20000,4108.0,21.2,5000.0,100.0,,0.0,Y
20018,4001.0,82.4,1650.0,29.0,,1899.0,Y
20062,4105.0,84.4,4000.0,46.0,,1955.0,Y
20072,3703.0,80.2,2500.0,86.9,,1930.0,Y
20108,4006.0,95.6,1800.0,6.5,,1905.0,Y
20138,3902.0,80.2,5000.0,58.0,,1955.0,Y
20183,4101.0,83.2,4250.0,55.0,,1910.0,Y
20194,4003.0,83.1,1875.0,46.0,,1899.0,Y
20279,3804.0,0.0,2523.0,100.0,,0.0,N
20288,4004.0,70.1,1500.0,-49.5,,1925.0,Y
20299,4015.0,85.9,8821.0,70.9,,1931.0,N
20302,4104.0,77.8,6000.0,36.0,,1940.0,Y
20305,3709.0,85.2,2500.0,19.2,,1930.0,Y
20348,4016.0,56.3,30120.0,-20.0,,2004.0,Y
20405,,0.0,1659.0,100.0,,0.0,N
20440,4110.0,84.8,2000.0,-8.3,,1920.0,Y
20448,3902.0,80.1,8000.0,72.0,,1950.0,Y
20456,4014.0,69.9,1942.0,-118.4,,1930.0,Y
20478,4104.0,82.9,4000.0,53.3,,1945.0,Y
20504,4108.0,77.1,4000.0,40.0,,1920.0,Y
20505,4017.0,84.0,2800.0,51.2,,1925.0,Y
20539,3810.0,52.3,5185.0,25.4,5.0,1915.0,N
20545,3807.0,0.0,1506.0,100.0,,0.0,N
20583,4110.0,84.7,2500.0,43.3,,1920.0,Y
20609,4101.0,72.2,19500.0,80.0,,1946.0,N
20612,3807.0,43.8,27615.0,83.8,,1950.0,N
20629,3808.0,64.9,2209.0,73.4,,1899.0,Y
20646,,0.0,2500.0,100.0,,0.0,N
20747,4006.0,86.9,1600.0,62.1,,1910.0,Y
20748,3705.0,0.0,8718.0,100.0,,0.0,N
20752,4012.0,0.0,3541.0,100.0,,0.0,N
20810,4016.0,81.7,2500.0,43.3,,1920.0,Y
20814,4016.0,83.7,2667.0,-16.7,,1930.0,Y
20834,3810.0,87.3,5006.0,-4.2,,1920.0,Y
20845,4012.0,83.7,112666.0,-34.0,,1918.0,N
20903,4103.0,79.4,4400.0,48.3,,1960.0,Y
20926,3903.0,83.9,5982.0,65.0,,1950.0,Y
20948,3901.0,80.0,6860.0,65.0,,1940.0,Y
21071,4113.0,45.0,3466.0,83.3,,1998.0,N
21091,4016.0,85.0,2000.0,-3.3,,1930.0,Y
21130,4103.0,82.3,5000.0,65.0,,1945.0,Y
21174,4113.0,85.0,1860.0,63.5,,1931.0,Y
21175,4005.0,89.8,350.0,16.5,,1910.0,Y
21208,4002.0,83.3,13650.0,49.4,,1869.0,N
21228,4003.0,0.0,15000.0,100.0,,0.0,N
21262,4101.0,0.0,3819.0,100.0,,0.0,N
21280,4016.0,87.9,3500.0,11.2,,1925.0,Y
21306,3809.0,71.0,2500.0,3.3,9.0,1900.0,Y
21321,4113.0,84.4,2400.0,8.3,,1925.0,Y
21387,4016.0,80.3,6000.0,33.3,,1930.0,Y
21422,3805.0,44.2,7500.0,75.4,,1973.0,N
21436,3705.0,0.0,2000.0,100.0,,0.0,N
21444,,0.0,6005.0,100.0,,0.0,N
21474,,0.0,65623.0,100.0,,0.0,N
21506,4104.0,85.7,5816.0,56.0,,1940.0,Y
21510,4110.0,0.0,2503.0,100.0,,0.0,N
21543,,34.1,2875.0,86.7,,0.0,N
21560,4110.0,84.5,2500.0,50.0,,1910.0,Y
21608,3806.0,70.0,2146.0,38.2,,1910.0,Y
21653,4002.0,85.0,2250.0,71.0,,1931.0,Y
21679,4002.0,0.0,1350.0,100.0,,0.0,N
21684,4005.0,82.6,2000.0,31.0,,1901.0,Y
21732,4015.0,84.2,1800.0,26.4,,1920.0,Y
21746,4012.0,83.8,2504.0,15.2,5.0,1920.0,Y
21747,3803.0,93.8,2018.0,20.3,7.0,1910.0,Y
21756,4005.0,74.6,8100.0,74.8,,1920.0,N
21759,4103.0,82.1,6690.0,48.3,,1950.0,Y
21788,4003.0,85.5,1667.0,50.6,,1899.0,Y
21804,3804.0,95.9,4117.0,35.5,,1920.0,Y
21811,4012.0,84.9,3008.0,68.3,,1920.0,Y
21817,4003.0,83.0,2708.0,41.6,,1899.0,Y
21881,4001.0,0.0,963.0,100.0,,0.0,N
21886,4004.0,70.1,1716.0,10.5,,1905.0,Y
21920,4012.0,84.6,1962.0,51.9,,1910.0,Y
21936,4001.0,69.9,2200.0,44.0,,1910.0,Y
21962,4103.0,80.2,5000.0,67.8,,1910.0,Y
21967,,0.0,2500.0,100.0,,0.0,N
22035,3807.0,69.6,12261.0,-49.4,,1921.0,N
22046,3807.0,66.0,1717.0,39.7,,1920.0,N
22086,4105.0,84.0,4176.0,55.0,,1955.0,Y
22107,4003.0,85.0,2500.0,17.7,,1931.0,Y
22110,4001.0,87.8,25525.0,-33.3,,1907.0,N
22116,,0.0,5000.0,100.0,,0.0,N
22125,4003.0,79.4,9000.0,-54.5,,1940.0,N
22130,4004.0,20.0,1250.0,15.2,,1931.0,Y
22139,4103.0,58.5,45500.0,-42.6,,1967.0,N
22140,4104.0,81.6,1958.0,38.9,,1930.0,Y
22149,4003.0,81.9,1800.0,20.6,,1950.0,Y
22161,4109.0,84.2,2325.0,59.3,,1915.0,Y
22196,4108.0,84.6,2542.0,6.7,,1940.0,Y
22201,3702.0,80.8,24651.0,64.0,,1925.0,N
22203,4007.0,86.2,1280.0,23.2,,1901.0,Y
22255,3902.0,78.0,6000.0,80.0,,1940.0,Y
22256,4107.0,84.6,2000.0,21.0,,1968.0,Y
22264,3901.0,73.2,5150.0,76.7,,1955.0,Y
22283,3807.0,18.5,2510.0,63.1,,1915.0,N
22295,4014.0,62.9,2604.0,47.1,,1930.0,Y
22305,4113.0,84.8,4000.0,56.7,,1935.0,Y
22323,4110.0,93.0,2043.0,-74.4,,1931.0,N
22357,4004.0,0.1,13765.0,100.0,,0.0,N
22392,4001.0,99.5,2500.0,1.2,,1931.0,Y
22414,4103.0,83.1,3000.0,37.0,,1915.0,Y
22423,3702.0,56.6,32175.0,89.7,,1961.0,N
22429,3802.0,92.2,3303.0,-10.8,,1920.0,Y
22472,4016.0,86.1,2400.0,7.8,,1930.0,Y
22499,4014.0,77.4,3506.0,78.2,,1920.0,Y
22522,4112.0,82.6,5625.0,100.0,,0.0,N
22533,4104.0,82.9,4000.0,53.3,,1945.0,Y
22589,4008.0,95.8,19500.0,-62.4,,1971.0,N
22615,4007.0,91.3,37300.0,-15.2,,1960.0,Y
22619,3807.0,78.2,13900.0,19.3,,1918.0,N
22634,3705.0,93.0,4949.0,-4.9,,1916.0,Y
22681,4004.0,91.1,1600.0,0.0,,1899.0,Y
22690,4002.0,70.0,2500.0,32.1,,1931.0,Y
22699,4110.0,84.2,2200.0,-5.6,,1930.0,Y
22701,3705.0,0.5,36473.0,100.0,,1990.0,N
22732,4106.0,84.3,4000.0,23.3,,1925.0,Y
22749,3902.0,87.0,3960.0,36.0,,1930.0,Y
22807,3810.0,76.6,13422.0,-209.6,40.0,1961.0,Y
22835,4004.0,88.3,1600.0,25.0,,1901.0,Y
22844,4104.0,83.9,6600.0,50.0,,1925.0,Y
22853,4017.0,85.2,2431.0,18.4,,1925.0,Y
22858,4007.0,81.8,10000.0,-16.0,35.0,1910.0,Y
22862,4114.0,0.0,3000.0,100.0,,0.0,N
22913,4103.0,82.6,5000.0,22.0,,1945.0,Y
22925,3805.0,74.4,30125.0,39.5,2.0,1957.0,Y
22932,4014.0,87.3,22000.0,-443.2,95.0,1934.0,Y
22935,4014.0,70.0,3339.0,26.4,,1931.0,Y
22965,4105.0,84.5,6000.0,36.0,,1920.0,Y
22974,4006.0,0.0,1633.0,100.0,,0.0,N
22982,4103.0,80.3,4000.0,80.0,,1930.0,Y
23049,,0.0,1520.0,100.0,,0.0,N
23151,4004.0,89.3,1600.0,5.0,,1901.0,Y
23162,4003.0,0.0,2500.0,100.0,,0.0,N
23265,4103.0,81.0,4040.0,44.0,,1945.0,Y
23267,3807.0,82.0,2173.0,67.2,1.0,1910.0,Y
23314,4103.0,79.5,3000.0,56.7,,1930.0,Y
23327,4009.0,81.8,4000.0,-33.3,,1930.0,Y
23377,4001.0,36.7,6316.0,67.5,,1920.0,N
23384,4007.0,0.0,2500.0,100.0,,0.0,N
23395,4013.0,68.6,2330.0,42.0,,1925.0,Y
23408,3901.0,0.0,8000.0,100.0,,0.0,N
23409,3701.0,66.7,13530.0,34.0,,1965.0,Y
