,puma,LotArea_07,availFAR_perc_07,st_2007,recent_built,recent_alter,is_st
272197,4112,4000.0,21.7,,0,1,0
272203,4004,1272.0,11.0,,0,1,0
272204,4002,1058.0,-39.9,,1,0,0
272339,4016,2000.0,-13.3,,0,1,0
272390,4006,2000.0,100.0,,1,1,0
272405,4007,2500.0,100.0,,1,1,0
272421,4103,3300.0,83.5,,1,1,0
272436,4107,2500.0,-12.8,,0,1,0
272443,4007,1667.0,100.0,,1,1,0
272455,4103,7500.0,66.7,,1,0,0
272463,3902,6000.0,73.3,,0,1,0
272471,3903,2699.0,-70.0,,1,0,0
272482,4003,3600.0,100.0,,0,1,0
272510,4112,5700.0,55.0,,1,0,0
272521,4107,2825.0,51.2,,0,1,0
272529,4002,2000.0,100.0,,1,1,0
272567,3710,9256.0,-50.9,,0,1,0
272581,4015,28284.0,-18.6,85.0,0,1,1
272611,4103,6000.0,44.0,,0,1,0
272650,4016,5200.0,33.3,,0,1,0
272658,4017,3097.0,42.4,,0,1,0
272659,3810,1875.0,-36.0,,0,1,0
272743,4015,4000.0,-28.0,,0,1,0
272746,4014,2805.0,-4.0,,0,1,0
272756,4104,8750.0,30.0,,0,1,0
272861,4112,2350.0,42.2,,0,1,0
272901,4016,2325.0,10.0,,0,1,0
272937,3705,5000.0,-0.3,20.0,0,1,1
273029,3805,524.0,60.0,,0,1,0
273038,3805,1134.0,30.2,,0,1,0
273060,3805,1121.0,21.8,,0,1,0
273082,3704,5454.0,95.0,,1,1,0
273099,4112,2500.0,8.9,,1,0,0
273109,4105,4480.0,58.3,,0,1,0
273160,3805,8347.0,12.1,8.0,0,1,1
273184,4004,3188.0,100.0,,1,1,0
273239,4103,2624.0,-10.0,,0,1,0
273273,4103,3100.0,75.6,,0,1,0
273278,3810,2500.0,29.8,,0,1,0
273286,4018,10000.0,84.8,,1,1,0
273297,3902,10590.0,76.0,,1,1,0
273376,4001,2500.0,70.4,,1,1,0
273387,4111,1872.0,-52.0,,0,1,0
273402,4101,2000.0,46.4,,0,1,0
273410,4105,4000.0,46.0,,0,1,0
273417,3706,4180.0,100.0,,1,1,0
273505,4014,6013.0,100.0,,0,1,0
273511,3903,4155.0,100.0,,0,1,0
273524,4010,7807.0,44.4,,0,1,0
273535,4102,2208.0,59.5,,0,1,0
273541,4104,5858.0,28.0,,0,1,0
273573,4103,2200.0,51.1,,0,1,0
273653,4104,6400.0,50.0,,1,1,0
273657,4004,5592.0,-15.6,,0,1,0
273669,4006,3015.0,64.0,,0,1,0
273707,4110,2103.0,33.3,,0,1,0
273769,3901,5439.0,66.7,,0,1,0
273777,4105,4000.0,4.0,,0,1,0
273826,4008,28793.0,98.0,,0,1,0
273869,4103,7250.0,-13.3,,0,1,0
273914,3810,1880.0,37.8,,0,1,0
273954,4110,1925.0,48.5,,0,1,0
274006,4101,2500.0,56.0,,0,1,0
274017,4103,4000.0,48.0,,0,1,0
274030,4107,2920.0,53.3,,0,1,0
274040,4004,1480.0,19.0,,0,1,0
274057,4102,2500.0,51.5,,1,1,0
274076,3804,2523.0,100.0,,1,1,0
274079,4112,3000.0,-11.7,,0,1,0
274138,3903,20332.0,76.0,,1,1,0
274146,4009,8680.0,74.4,,0,1,0
274150,4105,6552.0,74.0,,0,1,0
274151,4107,2431.0,62.4,,0,1,0
274155,4008,13000.0,14.4,,0,1,0
274178,3810,4580.0,17.4,4.0,0,1,1
274251,3902,2701.0,-48.3,,1,0,0
274270,4018,4000.0,46.7,,0,1,0
274324,3902,6000.0,65.0,,0,1,0
274348,4002,2217.0,2.1,6.0,0,1,1
274424,4015,2100.0,36.3,,0,1,0
274437,3901,5000.0,63.3,,0,1,0
274447,4104,5000.0,21.7,,0,1,0
274455,3902,6000.0,71.7,,0,1,0
274478,3706,5141.0,49.6,,0,1,0
274504,4111,2000.0,31.2,,0,1,0
274568,3805,1485.0,50.0,16.0,0,1,1
274594,4002,1700.0,100.0,,1,0,0
274651,4017,3240.0,26.7,,0,1,0
274773,4105,3264.0,4.0,,0,1,0
274777,4112,4000.0,38.3,,0,1,0
274823,4112,4060.0,67.2,,0,1,0
274836,4002,2500.0,100.0,,1,1,0
274854,4107,1370.0,1.5,,0,1,0
274868,4003,1950.0,14.4,,0,1,0
274874,4002,2000.0,100.0,,1,1,0
274890,4002,1900.0,44.4,,0,1,0
274911,4017,2175.0,35.2,,0,1,0
274937,3806,5095.0,69.0,,0,1,0
274969,3901,4000.0,21.7,,0,1,0
275009,4003,1917.0,16.0,,1,0,0
275043,4103,1301.0,28.1,,0,1,0
275055,4005,1445.0,-3.7,,0,1,0
275089,3903,7440.0,100.0,,1,1,0
275104,4106,4794.0,-5.6,,0,1,0
275155,4002,2000.0,34.2,,0,1,0
275169,4105,4000.0,-28.0,,0,1,0
275218,3702,2375.0,78.9,,1,1,0
275235,4018,2205.0,75.3,,1,1,0
275271,4003,1800.0,-18.5,,1,1,0
275312,3808,2469.0,35.5,2.0,0,1,1
275319,4112,2120.0,-0.8,,0,1,0
275329,4109,38917.0,98.8,,0,1,0
275346,4014,2000.0,56.8,,0,1,0
275355,3901,5800.0,70.0,,0,1,0
275364,4005,1391.0,46.5,,0,1,0
275371,3903,4400.0,11.7,,0,1,0
275375,4104,3680.0,53.3,,0,1,0
275386,4102,3079.0,74.5,,1,1,0
275467,3803,2018.0,13.5,,0,1,0
275469,4004,2000.0,27.0,,0,1,0
275482,4016,2150.0,32.8,,0,1,0
275502,4002,2500.0,25.9,6.0,0,1,1
275568,4106,2500.0,15.0,,0,1,0
275580,3901,7500.0,60.0,,1,0,0
275585,4010,12000.0,26.7,,0,1,0
275640,4015,2103.0,-25.6,,0,1,0
275647,4003,2025.0,100.0,,1,1,0
275650,4113,5000.0,30.0,,1,1,0
275700,4103,10500.0,48.0,,0,1,0
275709,4008,2606.0,100.0,,1,0,0
275714,4017,1920.0,-48.0,,0,1,0
275767,4114,4000.0,100.0,,1,1,0
275787,3701,4982.0,77.4,,0,1,0
275806,4112,5311.0,58.3,,0,1,0
275845,4013,4187.0,12.0,,0,1,0
275849,4104,5000.0,36.0,,0,1,0
275850,4016,2600.0,46.7,,0,1,0
275884,4010,2000.0,94.4,,1,1,0
276009,4005,2000.0,20.0,,1,1,0
276016,4109,7300.0,100.0,,1,1,0
276029,4104,5200.0,35.0,,0,1,0
276033,4104,4275.0,8.0,,0,1,0
276043,4104,5121.0,58.0,,0,1,0
276106,4004,1800.0,48.0,,0,1,0
276115,4010,4000.0,80.0,,0,1,0
276158,3901,8484.0,100.0,,1,1,0
276178,4106,4000.0,58.3,,1,1,0
276264,4104,4042.0,44.0,,0,1,0
276305,3810,42178.0,-84.3,,0,1,0
276337,4003,1850.0,100.0,41.0,1,1,1
276340,4009,18000.0,-5.0,,0,1,0
276355,4103,5000.0,28.0,,0,1,0
276382,4002,1725.0,100.0,,0,1,0
276385,4103,4944.0,18.0,,0,1,0
276394,4112,2500.0,-27.8,,1,0,0
276398,4103,2100.0,14.4,,0,1,0
276411,4011,12613.0,-17.2,,0,1,0
276417,4103,3924.0,58.9,,0,1,0
276425,4014,4249.0,38.4,,0,1,0
276430,3802,2000.0,46.5,,0,1,0
276459,3804,1514.0,100.0,,0,1,0
276510,4016,3098.0,16.7,,0,1,0
276518,4002,1019.0,-45.3,,1,0,0
276526,4101,2288.0,77.8,,1,1,0
276533,3809,2369.0,-74.4,,1,1,0
276548,4001,2500.0,65.0,,0,1,0
276568,4006,1700.0,58.3,,0,1,0
276571,4103,6000.0,28.9,,1,1,0
276584,4001,5225.0,58.4,,1,1,0
276602,4104,3800.0,46.7,,0,1,0
276606,3902,32052.0,100.0,,1,1,0
276609,3810,3955.0,27.6,4.0,0,1,1
276629,3903,5000.0,50.0,,0,1,0
276772,4104,4650.0,60.0,,1,1,0
276822,4003,1800.0,-9.9,,0,1,0
276842,3809,1875.0,37.8,,0,1,0
276845,4108,5000.0,-10.0,,0,1,0
276886,4004,1892.0,26.5,,0,1,0
276900,4014,8475.0,7.0,,0,1,0
276944,4004,2483.0,86.2,,1,1,0
276951,4103,4000.0,55.6,,0,1,0
277040,4009,2500.0,-23.3,,1,0,0
277072,4111,4000.0,8.3,,0,1,0
277078,3809,6510.0,30.2,18.0,0,1,1
277099,3804,7567.0,100.0,,1,1,0
277127,4106,6525.0,70.0,,0,1,0
277134,4112,4000.0,50.0,,0,1,0
277232,4104,4000.0,53.3,,1,1,0
277251,4107,2608.0,68.8,,1,1,0
277253,4004,1943.0,58.8,,0,1,0
277277,4003,1942.0,-28.0,,0,1,0
277287,4105,5000.0,56.7,,0,1,0
277304,4112,5000.0,18.3,,0,1,0
277319,3901,2500.0,100.0,,1,1,0
277330,4004,1224.0,16.5,,1,1,0
277331,4105,4000.0,61.7,,0,1,0
277369,3805,14275.0,-45.4,,0,1,0
277374,4012,20600.0,4.5,,0,1,0
277396,4104,6000.0,26.0,,0,1,0
277426,3903,2500.0,100.0,,1,1,0
277445,3705,2000.0,52.9,,0,1,0
277495,3702,3742.0,16.7,,0,1,0
277660,3809,7709.0,36.3,,0,1,0
277670,4016,2775.0,8.3,,0,1,0
277679,3902,8625.0,91.7,,1,1,0
277680,4017,1440.0,-38.9,,0,1,0
277715,3808,54162.0,59.6,,0,1,0
277755,3902,4000.0,100.0,,1,1,0
277770,4111,2134.0,52.8,,0,1,0
277771,4112,4000.0,-20.0,,0,1,0
277792,4103,3742.0,48.3,,0,1,0
277820,3901,3800.0,100.0,,1,1,0
277872,4004,5011.0,100.0,,1,1,0
277873,4010,2200.0,14.0,,0,1,0
277879,4002,1100.0,63.4,,1,1,0
277884,4004,1474.0,53.5,,0,1,0
277890,3705,2500.0,67.7,,0,1,0
277898,4107,2583.0,35.5,,0,1,0
277913,4010,4000.0,90.5,,0,1,0
278003,4012,1903.0,70.0,,1,1,0
278026,4001,3827.0,100.0,,0,1,0
278033,3810,3750.0,-70.8,29.0,0,1,1
278047,4017,1800.0,-51.2,,0,1,0
278059,4102,2500.0,100.0,,1,1,0
278099,4004,2557.0,-58.0,14.0,0,1,1
278144,3708,7952.0,100.0,,1,1,0
278170,4005,1325.0,68.7,,0,1,0
278172,4106,4000.0,3.3,,0,1,0
278189,4014,2003.0,100.0,,0,1,0
278196,4112,2500.0,54.4,,0,1,0
278212,4003,2000.0,10.0,,0,1,0
278220,4102,8600.0,20.0,,1,1,0
278232,3810,4397.0,-8.6,,0,1,0
278246,4105,3200.0,35.0,,0,1,0
278250,3807,504.0,38.2,,0,1,0
278251,4009,4000.0,35.0,,0,1,0
278273,4106,4000.0,36.0,,0,1,0
278303,4016,1800.0,70.5,,0,1,0
278348,4103,2100.0,35.0,,0,1,0
278404,3705,11364.0,100.0,,0,1,0
278433,3806,3629.0,48.9,,0,1,0
278436,4010,2500.0,67.2,,0,1,0
278451,3901,4000.0,33.3,,0,1,0
278468,3810,3733.0,17.8,,0,1,0
278505,4113,4700.0,-16.0,,0,1,0
278511,3803,1406.0,-19.2,20.0,0,1,1
278515,3903,8214.0,20.0,,0,1,0
278528,4103,2500.0,54.7,,1,1,0
278530,3810,6073.0,100.0,,1,1,0
278590,3810,1380.0,0.0,,0,1,0
278597,3901,9600.0,100.0,,1,1,0
278605,4014,1600.0,4.8,,0,1,0
278623,4104,3325.0,1.7,,0,1,0
278625,3901,3100.0,-3.3,,0,1,0
278640,4004,4300.0,50.0,,0,1,0
278641,4015,4500.0,-54.0,,0,1,0
278667,3902,14355.0,66.7,,0,1,0
278672,3804,2523.0,13.3,1.0,0,1,1
278679,4001,669.0,71.5,,1,1,0
278707,4114,12500.0,41.7,,0,1,0
278727,4012,2003.0,71.6,,1,1,0
278729,3901,13231.0,-8.3,,0,1,0
278748,4016,8000.0,55.6,,0,1,0
278814,4103,19960.0,78.0,,0,1,0
278875,3702,5713.0,73.7,,1,1,0
278887,4006,1800.0,50.2,,0,1,0
278897,3903,3220.0,0.0,,1,0,0
278902,4114,3000.0,25.0,,0,1,0
278911,4017,2500.0,20.8,,0,1,0
278998,4013,8400.0,34.0,,0,1,0
279061,4001,2283.0,70.8,,0,1,0
279063,4103,2500.0,-5.0,,0,1,0
279086,4101,2850.0,61.7,,0,1,0
279098,4102,2108.0,49.4,,0,1,0
279139,4001,1800.0,-79.5,,1,1,0
279179,3710,4888.0,100.0,62.0,1,1,1
279180,4001,2500.0,83.5,,1,1,0
279200,4104,4000.0,45.0,,0,1,0
279222,4003,1440.0,15.5,,0,1,0
279243,4016,3000.0,26.7,,0,1,0
279245,4110,2197.0,20.0,,0,1,0
279248,4002,1800.0,14.0,,1,0,0
279264,3901,9900.0,61.7,,1,1,0
279267,4001,3625.0,60.1,,1,1,0
279275,4008,5187.0,100.0,,1,1,0
279289,4105,6396.0,70.0,,1,1,0
279377,3903,3600.0,36.7,,0,1,0
279389,4005,1377.0,7.0,,0,1,0
279421,3805,2517.0,13.2,,0,1,0
279479,3810,1860.0,22.6,,0,1,0
279493,3808,3150.0,72.8,2.0,0,1,1
279502,4103,3555.0,45.6,,0,1,0
279528,4105,5160.0,60.0,,0,1,0
279553,4101,2425.0,15.2,,0,1,0
279564,3810,9991.0,100.0,,0,1,0
279655,3902,4995.0,61.7,,0,1,0
279669,4006,2555.0,49.0,,0,1,0
279684,3803,1799.0,52.0,,0,1,0
279743,4004,1780.0,32.7,7.0,0,1,1
279744,4003,2500.0,54.0,,1,1,0
279776,3802,1992.0,25.9,,0,1,0
279782,3804,60475.0,69.2,,0,1,0
279788,4004,2175.0,24.0,5.0,0,1,1
279813,4005,1717.0,36.0,,0,1,0
279880,4005,1937.0,64.3,,0,1,0
279889,4015,3000.0,-88.0,,0,1,0
279904,4104,31494.0,76.0,,0,1,0
279905,3705,30413.0,0.0,,1,1,0
279952,4114,10700.0,-36.0,,0,1,0
279966,4015,3213.0,65.6,,0,1,0
279977,4102,2880.0,40.0,,0,1,0
279996,3710,2500.0,100.0,,1,0,0
280000,4016,3000.0,10.0,,0,1,0
280020,4112,4733.0,27.4,,1,0,0
280036,4112,5088.0,67.8,,0,1,0
280064,3808,2092.0,40.8,2.0,0,1,1
280077,4112,4611.0,65.6,,0,1,0
280097,4102,10000.0,67.7,,0,1,0
280172,4001,10495.0,64.3,,0,1,0
280245,4109,4000.0,100.0,,0,1,0
280362,3805,1289.0,44.2,,0,1,0
280387,4105,6720.0,64.0,,0,1,0
280394,3808,5658.0,-29.0,,0,1,0
280423,4113,2000.0,8.3,,0,1,0
280436,4006,2683.0,55.6,,1,1,0
280442,3810,1700.0,31.3,,0,1,0
280452,4002,2500.0,100.0,,1,1,0
280502,4014,2003.0,26.4,,0,1,0
280519,4016,3000.0,41.6,,0,1,0
280530,4105,4000.0,-22.0,,1,1,0
280548,4109,2518.0,45.6,,0,1,0
280582,3901,3880.0,-21.7,,0,1,0
280587,4101,2500.0,32.0,,0,1,0
280601,4003,2600.0,-5.0,,0,1,0
280617,3903,5300.0,50.0,,1,1,0
280654,4113,2500.0,43.3,,0,1,0
280656,3808,2307.0,54.7,,0,1,0
280678,4104,5610.0,26.0,,0,1,0
280710,3902,43352.0,100.0,,1,1,0
280715,4110,2450.0,84.8,,1,1,0
280723,3902,4196.0,68.0,,1,1,0
280761,4001,3860.0,-80.8,,1,0,0
280772,4105,4200.0,42.0,,0,1,0
280779,4001,5000.0,100.0,,0,1,0
280816,4104,5000.0,94.0,,0,1,0
280909,4018,2375.0,68.7,,1,1,0
280924,4112,4000.0,61.7,,0,1,0
280993,4114,4852.0,68.9,,0,1,0
281045,4112,1746.0,-73.3,,0,1,0
281057,4004,1969.0,46.0,,0,1,0
281067,4016,5560.0,100.0,,0,1,0
281090,4002,2500.0,100.0,,1,1,0
281099,4009,3000.0,62.2,,0,1,0
281109,4102,3125.0,62.0,,0,1,0
281126,4005,1900.0,27.7,,0,1,0
281143,4105,4000.0,-3.3,,1,0,0
281172,4002,2140.0,15.2,,0,1,0
281178,4016,3000.0,9.6,,0,1,0
281189,4008,2620.0,-81.6,5.0,0,1,1
281211,4106,4927.0,-22.0,,0,1,0
281221,4016,2650.0,-34.4,,0,1,0
281247,4004,1170.0,100.0,,0,1,0
281279,4105,6110.0,50.0,,0,1,0
281301,4003,1448.0,100.0,,1,1,0
281305,3809,4786.0,-59.0,,1,0,0
281313,4104,2900.0,-3.3,,0,1,0
281360,4113,3450.0,76.7,,1,1,0
281381,4111,2500.0,40.0,,0,1,0
281402,4007,2367.0,100.0,,0,1,0
281419,4007,2667.0,-2.5,6.0,0,1,1
281434,4003,2000.0,-50.0,,0,1,0
281438,4002,1880.0,100.0,,1,1,0
281461,4114,6000.0,30.0,,0,1,0
281487,4105,9200.0,66.7,,1,1,0
281499,4014,1978.0,53.5,,0,1,0
281529,4001,3131.0,100.0,,1,1,0
281531,3703,5000.0,63.3,,1,1,0
281537,4101,2399.0,-51.1,,0,1,0
281561,4017,1845.0,55.2,,0,1,0
281564,3803,4996.0,100.0,,1,1,0
281597,4006,1900.0,48.8,,0,1,0
281602,4105,4759.0,52.0,,0,1,0
281645,3808,41170.0,30.7,,0,1,0
281647,4110,1908.0,13.5,,0,1,0
281691,4001,2500.0,5.0,,0,1,0
281756,3806,2000.0,100.0,,0,1,0
281757,4010,3000.0,81.9,,0,1,0
281809,4105,2400.0,-5.0,,0,1,0
281822,4015,1692.0,37.6,,0,1,0
281844,3810,2226.0,44.2,,0,1,0
281847,3803,1817.0,50.0,,0,1,0
281854,3705,1316.0,58.7,,0,1,0
281868,4110,2500.0,100.0,,1,1,0
281924,3805,5150.0,59.1,21.0,0,1,1
281939,4101,23750.0,-20.0,,0,1,0
281999,3807,1580.0,28.7,,0,1,0
282016,4113,4000.0,0.0,,0,1,0
282029,4112,6000.0,28.3,,1,1,0
282069,4112,4000.0,26.7,,0,1,0
282104,3703,2500.0,43.3,10.0,0,1,1
282118,4101,1800.0,23.2,,0,1,0
282173,3802,1998.0,31.1,,0,1,0
282218,4104,4560.0,32.0,,0,1,0
282222,4017,2092.0,8.0,,0,1,0
282228,4103,4800.0,54.0,,0,1,0
282245,4008,5000.0,84.0,,1,1,0
282249,4104,9754.0,100.0,,0,1,0
282291,4103,7510.0,16.0,,0,1,0
282312,4016,3000.0,11.1,,0,1,0
282415,4007,1587.0,30.5,,0,1,0
282451,4003,2000.0,6.0,,0,1,0
282554,4012,2003.0,53.5,,0,1,0
282581,3803,1998.0,45.1,,0,1,0
282618,4003,1667.0,100.0,,1,0,0
282622,4104,4000.0,0.0,,0,1,0
282633,4114,2600.0,71.1,,1,1,0
282640,4103,2700.0,-83.3,,0,1,0
282662,4104,7200.0,22.0,,0,1,0
282678,3806,2008.0,16.0,2.0,0,1,1
282681,3703,7300.0,61.7,,0,1,0
282688,4012,2000.0,41.6,,0,1,0
282692,3804,2170.0,100.0,,0,1,0
282701,4112,2000.0,100.0,,1,0,0
282720,4016,4000.0,4.8,,0,1,0
282758,4106,2000.0,-6.7,,0,1,0
282760,4018,3000.0,80.7,,1,1,0
282837,4104,9160.0,50.0,,0,1,0
282841,4017,1900.0,67.6,,0,1,0
282868,4012,64125.0,50.0,,0,1,0
282882,4002,2500.0,77.4,,1,1,0
282885,3903,4000.0,52.0,,0,1,0
282921,4002,1600.0,11.5,,1,0,0
282924,4015,1256.0,21.5,,0,1,0
282954,4014,4000.0,16.0,,0,1,0
282962,4006,2000.0,43.3,,0,1,0
282963,4110,6018.0,63.3,,0,1,0
282987,3902,5280.0,-46.7,,1,0,0
283016,4009,2900.0,15.2,,0,1,0
283215,4008,1719.0,-55.6,,1,0,0
283253,4013,2503.0,-98.3,,0,1,0
283276,3704,1600.0,44.0,,0,1,0
283319,3703,2500.0,-11.7,,0,1,0
283408,4103,3934.0,38.3,,0,1,0
283430,4109,45459.0,100.0,,1,0,0
283443,4014,4007.0,65.4,,1,1,0
283455,4007,2500.0,100.0,,1,0,0
283458,3705,1250.0,8.7,,1,0,0
283472,4007,1834.0,100.0,,1,0,0
283513,4005,2430.0,3.7,6.0,0,1,1
283539,3804,1505.0,100.0,,1,1,0
283544,4103,28450.0,-4.5,,0,1,0
283580,4106,1800.0,0.0,,0,1,0
283588,3805,5147.0,15.2,,0,1,0
283633,4002,2000.0,25.9,,0,1,0
283644,4007,7300.0,-29.6,31.0,0,1,1
283648,3709,2375.0,86.0,,1,1,0
283666,4017,2000.0,0.8,,0,1,0
283667,3903,4635.0,6.0,,0,1,0
283739,4006,1368.0,5.8,,0,1,0
283750,4012,2003.0,38.3,,0,1,0
283757,4010,10012.0,77.8,,1,1,0
283768,3902,6000.0,-66.7,,0,1,0
283821,4001,1407.0,-5.8,,0,1,0
283887,4013,2689.0,9.5,,0,1,0
283905,4003,1667.0,100.0,,1,1,0
283923,3803,8493.0,15.7,,0,1,0
283932,4101,2000.0,46.4,,0,1,0
283941,3807,2510.0,40.2,,0,1,0
283990,4010,11000.0,1.0,,0,1,0
284011,3903,6277.0,34.0,,0,1,0
284014,4101,3752.0,79.8,,1,1,0
284064,4015,2000.0,65.0,,0,1,0
284066,4103,4752.0,100.0,,0,1,0
284078,3805,5100.0,-6.2,,0,1,0
284092,4018,23800.0,97.0,,0,1,0
284095,4107,1987.0,34.4,,0,1,0
284154,3805,1362.0,47.5,,0,1,0
284157,3704,2500.0,100.0,,1,0,0
284253,3902,4000.0,54.0,,0,1,0
284294,4004,1274.0,51.0,,0,1,0
284299,4009,5750.0,20.0,,0,1,0
284319,4105,4000.0,-56.0,,0,1,0
284336,4018,1800.0,-23.3,,0,1,0
284342,4014,2003.0,-28.0,,0,1,0
284358,3805,2008.0,31.5,,0,1,0
284370,4005,2500.0,60.0,,1,1,0
284383,4001,13750.0,49.3,,0,1,0
284390,4114,10600.0,64.6,,0,1,0
284399,4005,1980.0,17.7,,0,1,0
284411,4010,2408.0,82.0,,0,1,0
284460,4003,2000.0,48.1,,0,1,0
284463,3903,5000.0,53.3,,0,1,0
284508,4003,1700.0,42.0,,0,1,0
284511,3902,4350.0,-10.0,,1,1,0
284526,4104,3224.0,35.0,,0,1,0
284642,4001,2500.0,75.3,,0,1,0
284647,4113,3800.0,100.0,,1,1,0
284658,4105,6100.0,55.0,,1,0,0
284707,4002,2340.0,100.0,,1,1,0
284718,4005,16100.0,27.5,,1,0,0
284757,3810,1420.0,65.0,,0,1,0
284852,4017,2800.0,4.0,,0,1,0
284895,3810,1276.0,14.0,,0,1,0
284919,4112,3000.0,30.0,,0,1,0
284922,3803,2498.0,-39.5,,1,1,0
284943,3902,5800.0,100.0,,0,1,0
285012,4113,2500.0,100.0,,1,1,0
285021,3903,6250.0,65.0,,0,1,0
285022,4103,4000.0,47.8,,1,0,0
285070,4002,1333.0,100.0,,1,1,0
285079,4016,2500.0,36.7,,0,1,0
285097,3902,4200.0,60.0,,0,1,0
285104,4008,8000.0,0.0,,0,1,0
285127,4101,2600.0,53.6,,0,1,0
285130,3706,14052.0,28.1,52.0,0,1,1
285147,3902,7000.0,78.3,,0,1,0
285165,4014,2618.0,58.0,,0,1,0
285169,4015,6356.0,90.9,,1,1,0
285183,4014,2003.0,-23.2,,0,1,0
285197,4003,1728.0,29.5,,0,1,0
285212,4003,1700.0,-8.0,,0,1,0
285262,4003,1667.0,50.6,,0,1,0
285277,4108,1690.0,55.6,,0,1,0
285287,4012,14900.0,74.5,,1,1,0
285324,4105,4000.0,48.0,,0,1,0
285358,4113,3000.0,-35.0,,0,1,0
285382,3902,4400.0,21.7,,0,1,0
285401,3902,1800.0,100.0,,1,1,0
285420,3705,2027.0,65.7,,0,1,0
285458,4001,2000.0,100.0,,0,1,0
285491,4001,4933.0,66.7,,0,1,0
285492,4002,2500.0,25.9,4.0,0,1,1
285493,4105,6160.0,56.7,,0,1,0
285517,4110,3802.0,27.4,,0,1,0
285578,4105,4840.0,46.7,,0,1,0
285623,4108,6300.0,51.7,,0,1,0
285627,3708,45853.0,-29.9,197.0,0,1,1
285645,3708,5001.0,100.0,,0,1,0
285659,3903,2466.0,100.0,,1,1,0
285672,4111,10000.0,53.3,,1,1,0
285681,4101,5000.0,93.0,,1,1,0
285694,4007,1600.0,-33.3,,0,1,0
285703,4104,4042.0,44.0,,0,1,0
285726,4104,5120.0,56.0,,0,1,0
285742,4003,5000.0,100.0,,0,1,0
285788,3810,980.0,37.8,,0,1,0
285812,4104,5490.0,14.0,,0,1,0
285819,3805,2733.0,12.7,,0,1,0
285830,4007,4000.0,-9.9,9.0,0,1,1
285856,4015,3300.0,48.9,,0,1,0
285918,4103,3697.0,30.0,,0,1,0
285920,4108,4000.0,36.7,,1,1,0
285951,4009,4000.0,13.3,,0,1,0
286000,4103,11328.0,40.0,,0,1,0
286065,4013,2250.0,-12.2,,0,1,0
286117,4001,2500.0,79.4,,1,1,0
286139,4016,1800.0,70.5,,0,1,0
286198,3810,2581.0,47.0,,0,1,0
286206,4105,3800.0,32.0,,0,1,0
286229,3807,1883.0,59.1,,0,1,0
286239,4104,4000.0,44.0,,0,1,0
286255,4104,4047.0,100.0,,1,1,0
286274,4108,2000.0,0.0,,0,1,0
286292,4105,2883.0,-94.0,,0,1,0
286317,4105,2610.0,4.0,,0,1,0
286321,4014,6017.0,74.1,,0,1,0
286368,4107,2000.0,-42.4,,0,1,0
286434,4101,5000.0,54.3,,1,1,0
286438,4101,15551.0,97.6,,1,1,0
286474,4108,3680.0,31.1,,1,1,0
286486,4104,4000.0,40.0,,0,1,0
286492,4007,46975.0,46.9,,0,1,0
286500,4004,1260.0,25.0,,0,1,0
286553,3902,18653.0,76.0,,0,1,0
286561,4003,2700.0,-90.0,,0,1,0
286564,4004,3879.0,-57.6,,0,1,0
286577,4112,4000.0,31.7,,0,1,0
286610,3710,2000.0,67.4,,0,1,0
286628,3809,2283.0,22.7,,0,1,0
286649,4002,2500.0,23.5,6.0,0,1,1
286650,3803,2500.0,100.0,,0,1,0
286662,4105,5000.0,66.7,,0,1,0
286667,4004,2000.0,35.4,,0,1,0
286681,3901,4020.0,86.0,,0,1,0
286730,4112,1650.0,55.7,,0,1,0
286736,4010,2017.0,36.2,,0,1,0
286745,3805,3300.0,20.2,,0,1,0
286769,4005,8450.0,12.3,,0,1,0
286780,4112,3000.0,-6.7,,0,1,0
286802,4108,30000.0,24.4,2.0,0,1,1
286809,4111,4680.0,43.2,,1,0,0
286835,4103,4000.0,50.0,,1,1,0
286902,4013,3150.0,15.0,,0,1,0
286907,3804,1682.0,2.0,,0,1,0
286986,4108,3200.0,46.7,,1,1,0
287016,3901,6285.0,55.0,,0,1,0
287040,4105,3000.0,18.3,,0,1,0
287081,4016,1867.0,-23.3,,0,1,0
287106,4104,15840.0,48.0,,1,1,0
287139,4103,11605.0,70.0,,1,1,0
287153,4017,2000.0,42.4,,0,1,0
287183,3704,5000.0,33.6,,0,1,0
287219,4016,2500.0,64.4,,0,1,0
287220,4105,5200.0,51.7,,0,1,0
287233,4111,47600.0,65.0,,0,1,0
287273,4105,4500.0,56.0,,0,1,0
287286,3808,2173.0,45.8,,0,1,0
287321,4016,22500.0,81.7,,0,1,0
287329,4003,10281.0,92.2,,1,1,0
287366,3810,5008.0,-28.0,,0,1,0
287388,4112,2835.0,25.6,,1,0,0
287397,4009,2046.0,51.1,,0,1,0
287399,4112,2500.0,71.2,,0,1,0
287419,4009,3100.0,26.7,,0,1,0
287433,4113,5000.0,60.0,,0,1,0
287437,3810,2134.0,52.0,,0,1,0
287458,4103,6000.0,58.0,,0,1,0
287472,4006,2800.0,-44.0,6.0,0,1,1
287554,4007,2000.0,44.4,,0,1,0
287597,4001,2500.0,66.7,,1,1,0
287616,4003,1440.0,-2.0,,0,1,0
287619,3805,41100.0,2.5,,0,1,0
287657,4108,2000.0,40.3,,0,1,0
287666,4012,5000.0,-38.3,18.0,0,1,1
287672,4103,3963.0,58.9,,1,1,0
