,puma,LotArea_07,availFAR_perc_07,st_2007,recent_built,recent_alter,is_st,has_disappered,has_lotincreased,has_merged
479875,4101,2675.0,90.2,,0,0,0,1,0,1
479966,4107,5000.0,55.2,,1,1,0,0,0,0
479967,4008,4000.0,45.6,,1,1,0,0,0,0
479986,4010,20000.0,-45.0,,0,0,0,1,0,1
480049,4010,8000.0,75.3,,0,0,0,1,0,1
480117,4006,2635.0,90.1,,1,1,0,0,0,0
480148,3809,1100.0,-24.1,,0,0,0,0,1,1
480156,4112,4000.0,64.4,,1,1,0,0,0,0
480205,4001,2800.0,-42.0,,0,0,0,1,0,1
480264,4004,2375.0,44.4,,0,1,0,0,1,1
480364,nan,1467.0,1.2,,0,0,0,1,0,1
480384,4106,4000.0,38.3,,1,1,0,0,0,0
480394,4113,4000.0,-16.0,,0,0,0,1,0,1
480483,4103,3625.0,65.6,,0,0,0,1,0,1
480544,4001,5000.0,100.0,,0,0,0,1,0,1
480553,3902,5000.0,73.3,,1,1,0,0,0,0
480583,4001,11735.0,68.0,,1,1,0,0,1,1
480619,3902,4000.0,30.0,,0,0,0,1,0,1
480690,nan,2420.0,-45.0,,1,1,0,0,0,0
480699,nan,2000.0,100.0,,0,0,0,1,0,1
480786,4103,3325.0,100.0,,1,1,0,0,1,1
480868,nan,4464.0,100.0,,0,0,0,1,0,1
480871,4109,1633.0,18.9,,1,1,0,0,0,0
480880,nan,1666.0,100.0,,0,0,0,1,0,1
480881,4012,6000.0,75.8,,1,1,0,0,0,0
480922,nan,3920.0,100.0,,1,0,0,0,0,0
480929,4003,1700.0,100.0,,1,1,0,0,0,0
480934,nan,1800.0,12.8,,1,0,0,0,0,0
480938,3902,5000.0,43.3,,1,1,0,0,0,0
480952,3804,2523.0,100.0,,1,1,0,0,1,1
480999,4103,8000.0,100.0,,1,0,0,0,1,1
481012,4103,4000.0,66.7,,1,1,0,0,0,0
481024,4106,4000.0,31.1,,1,1,0,0,0,0
481094,3707,6500.0,82.0,,0,0,0,1,0,1
481119,4018,648.0,100.0,,0,0,0,1,0,1
481148,3810,987.0,33.6,,0,0,0,1,0,1
481183,4018,2000.0,100.0,,0,0,0,1,0,1
481231,4006,5909.0,67.0,,0,1,0,1,0,1
481256,nan,186.0,100.0,,0,0,0,0,1,1
481259,4006,2000.0,100.0,,0,0,0,1,0,1
481301,4005,2500.0,-43.7,,0,0,0,1,0,1
481342,4010,10000.0,100.0,,0,0,0,1,0,1
481352,4003,2000.0,-13.0,,0,0,0,1,0,1
481376,4005,2500.0,76.1,,0,0,0,0,1,1
481395,nan,156.0,100.0,,0,0,0,1,0,1
481405,4002,2413.0,57.2,,0,0,0,1,0,1
481411,4104,16551.0,32.0,,1,0,0,0,0,0
481420,3901,8763.0,100.0,,1,1,0,0,0,0
481425,4107,2500.0,42.5,,0,1,0,1,0,1
481441,3903,3750.0,100.0,,0,0,0,1,0,1
481449,nan,4400.0,100.0,,0,0,0,1,0,1
481463,4010,2360.0,11.9,,1,0,0,0,0,0
481472,4008,2250.0,71.2,,1,1,0,0,0,0
481477,3709,2575.0,100.0,,1,1,0,0,0,0
481540,3706,3019.0,71.2,,1,1,0,0,1,1
481592,3903,7000.0,68.3,,1,1,0,0,0,0
481624,3901,12316.0,31.7,,0,1,0,0,1,1
481649,4109,7271.0,87.2,,0,0,0,1,0,1
481663,nan,5000.0,100.0,,1,1,0,0,0,0
481699,4009,2000.0,-2.2,,0,0,0,0,1,1
481836,3903,19654.0,100.0,,0,0,0,1,0,1
481925,3807,2008.0,70.2,,0,1,0,1,0,1
481948,4005,2000.0,17.5,,0,1,0,1,0,1
482073,3702,7241.0,86.4,,0,0,0,1,0,1
482102,4103,5000.0,46.7,,1,1,0,0,0,0
482137,4004,4160.0,78.8,,0,0,0,1,0,1
482166,3708,6421.0,100.0,,0,0,0,1,0,1
482197,4008,3000.0,100.0,,1,1,0,0,0,0
482202,3903,3080.0,100.0,,0,0,0,1,0,1
482227,3902,4000.0,100.0,,0,0,0,0,1,1
482267,4106,4695.0,81.0,,0,1,0,1,0,1
482287,3804,3784.0,-2.0,,0,0,0,1,0,1
482302,3804,3880.0,17.1,,0,0,0,1,0,1
482312,4002,2500.0,100.0,,0,0,0,1,0,1
482322,3803,1998.0,-27.3,,0,0,0,1,0,1
482355,3901,6305.0,100.0,,1,1,0,0,0,0
482356,4001,1081.0,100.0,,1,1,0,0,0,0
482377,4105,3085.0,100.0,,1,1,0,0,1,1
482395,3804,2018.0,100.0,,0,1,0,1,0,1
482409,4114,4000.0,-26.0,,1,0,0,0,0,0
482474,nan,2375.0,100.0,,1,1,0,0,0,0
482479,nan,2500.0,-4.0,,1,0,0,0,0,0
482482,4106,4000.0,100.0,,1,1,0,0,0,0
482485,3903,28525.0,100.0,,1,1,0,0,1,1
482533,4109,3600.0,25.6,,1,1,0,0,0,0
482562,3903,10080.0,100.0,,1,1,0,0,0,0
482605,4014,4000.0,34.4,,0,1,0,1,0,1
482645,3901,1520.0,100.0,,1,1,0,0,0,0
482656,4011,2000.0,43.3,,0,0,0,1,0,1
482693,4004,1617.0,100.0,,0,0,0,1,0,1
482710,3805,7833.0,-83.2,14.0,0,0,1,1,0,1
482752,3806,15100.0,-23.5,,0,0,0,1,0,1
482771,4107,5000.0,66.4,,1,1,0,0,0,0
482827,4004,1250.0,100.0,,0,0,0,1,0,1
482888,4015,2300.0,71.5,,1,1,0,0,0,0
482901,4109,10952.0,100.0,,0,0,0,0,1,1
482918,4103,1900.0,100.0,,0,0,0,1,0,1
482923,4007,4026.0,-23.5,,0,1,0,0,1,1
483126,4008,2500.0,100.0,,1,0,0,0,0,0
483140,3901,7500.0,77.0,,1,1,0,0,0,0
483246,3810,4000.0,-3.6,,0,0,0,1,0,1
483367,3710,8400.0,100.0,,0,0,0,1,0,1
483387,3808,4942.0,4.7,,0,0,0,1,0,1
483488,4114,2502.0,100.0,,1,0,0,0,0,0
483543,4001,3200.0,-64.6,,0,1,0,1,0,1
483552,4005,1580.0,100.0,,1,1,0,0,0,0
483621,4101,870.0,100.0,,0,1,0,1,0,1
483630,4001,1488.0,100.0,,1,1,0,0,1,1
483662,4112,7230.0,80.0,,0,0,0,1,0,1
483679,4001,15.0,100.0,,0,0,0,1,0,1
483716,4007,2050.0,100.0,,1,1,0,0,0,0
483764,4105,9200.0,75.0,,0,1,0,1,0,1
483781,4103,6600.0,72.4,,1,1,0,0,1,1
483793,3901,17000.0,90.0,,1,1,0,0,0,0
483795,4103,4000.0,58.3,,1,1,0,0,0,0
483821,3803,2498.0,44.8,,1,1,0,0,0,0
483839,4104,5000.0,36.7,,1,1,0,0,0,0
483868,3902,15000.0,58.0,,1,1,0,0,0,0
483891,4012,2521.0,-21.8,,0,0,0,1,0,1
483995,4017,2707.0,-31.2,,0,0,0,1,0,1
484017,nan,1875.0,100.0,,0,0,0,1,0,1
484040,4004,2500.0,100.0,,1,1,0,0,0,0
484055,3701,9450.0,36.5,,0,0,0,1,0,1
484112,3802,8075.0,64.8,,0,0,0,0,1,1
484126,4001,1807.0,87.0,,0,0,0,1,0,1
484178,nan,3504.0,100.0,,1,1,0,0,0,0
484277,nan,2895.0,-10.4,,0,0,0,1,0,1
484292,3903,4000.0,0.0,,1,1,0,0,0,0
484307,nan,5200.0,100.0,,0,0,0,1,0,1
484324,4103,3800.0,100.0,,1,1,0,0,0,0
484394,nan,6195.0,-30.7,,0,0,0,1,0,1
484398,4003,2500.0,100.0,,0,0,0,1,0,1
484420,4017,6767.0,63.2,,0,0,0,1,0,1
484443,4112,6000.0,51.7,,1,0,0,0,0,0
484475,3903,5000.0,38.3,,0,0,0,0,1,1
484481,nan,5100.0,100.0,,0,0,0,1,0,1
484498,4006,1976.0,-58.7,6.0,1,1,1,0,0,0
484501,4103,1600.0,100.0,,0,0,0,1,0,1
484508,3803,4996.0,100.0,,0,0,0,1,0,1
484526,4017,4000.0,43.7,,1,1,0,0,1,1
484528,4001,1500.0,100.0,14.0,0,0,1,1,0,1
484536,4110,3241.0,-57.8,,1,0,0,0,0,0
484541,3810,3829.0,-42.0,,0,0,0,0,1,1
484542,4107,3900.0,73.6,,1,1,0,0,0,0
484567,4014,2504.0,54.7,,0,0,0,1,0,1
484575,3902,4000.0,73.3,,1,1,0,0,0,0
484653,nan,10000.0,100.0,,0,0,0,1,0,1
484676,nan,2000.0,100.0,,0,0,0,1,0,1
484716,3706,4455.0,100.0,,0,0,0,1,0,1
484911,4103,4788.0,100.0,,0,1,0,1,0,1
484926,3901,2670.0,100.0,,0,0,0,1,0,1
484987,4106,12000.0,44.0,,1,1,0,0,0,0
485015,4011,2000.0,89.7,,0,0,0,1,0,1
485052,4001,2500.0,-32.9,,1,0,0,0,0,0
485058,4003,7500.0,83.5,,1,1,0,0,0,0
485091,nan,1440.0,15.2,,1,0,0,0,0,0
485122,nan,7290.0,-84.8,,0,0,0,1,0,1
485208,nan,4000.0,100.0,,0,0,0,1,0,1
485210,4008,3350.0,86.4,,1,0,0,0,0,0
485263,3707,3600.0,100.0,,0,0,0,1,0,1
485273,4014,1735.0,21.8,,0,1,0,0,1,1
485340,4001,1685.0,-55.7,8.0,0,1,1,1,0,1
485365,4101,4368.0,80.7,,0,0,0,0,1,1
485391,4110,2500.0,71.1,,1,1,0,0,0,0
485443,4001,1875.0,-24.3,,1,0,0,0,0,0
485449,4009,4000.0,94.0,,1,1,0,0,0,0
485452,nan,2951.0,100.0,,1,1,0,0,0,0
485466,3708,6372.0,100.0,,0,0,0,1,0,1
485488,nan,4926.0,-48.0,,1,0,0,0,0,0
485567,4002,2100.0,51.4,,1,1,0,0,0,0
485578,nan,8009.0,100.0,,0,0,0,0,1,1
485632,4109,5000.0,64.8,,1,0,0,0,0,0
485728,3701,4000.0,83.1,,0,0,0,0,1,1
485800,4001,3519.0,8.2,,1,0,0,0,0,0
485836,4004,1890.0,-17.5,,0,0,0,1,0,1
485840,4109,27523.0,46.5,,0,0,0,1,0,1
485850,4014,5600.0,63.2,,1,1,0,0,0,0
485928,3804,4150.0,-97.7,,0,0,0,1,0,1
485980,nan,40994.0,100.0,,0,0,0,1,0,1
485984,4005,1725.0,100.0,,0,1,0,1,0,1
486052,4101,12400.0,41.0,,0,0,0,0,1,1
486065,3804,3742.0,100.0,37.0,1,1,1,0,1,1
486069,3710,4200.0,66.6,,0,0,0,1,0,1
486135,3901,15600.0,75.0,,1,0,0,0,0,0
486136,4101,2500.0,51.0,,0,1,0,1,0,1
486217,4113,5000.0,26.0,,1,1,0,0,0,0
486220,nan,1667.0,100.0,,0,0,0,1,0,1
486267,4103,4750.0,56.7,,1,0,0,0,0,0
486272,4006,2620.0,64.2,,1,1,0,0,0,0
486291,nan,1900.0,100.0,,0,0,0,0,1,1
486378,3903,10700.0,76.7,,1,1,0,0,0,0
486455,4002,12500.0,68.0,,0,0,0,1,0,1
486468,4004,2433.0,88.2,,0,0,0,1,0,1
486495,3703,2691.0,100.0,,1,1,0,0,0,0
486545,3804,1350.0,100.0,,0,0,0,1,0,1
486578,4103,5584.0,18.3,,1,1,0,0,0,0
486714,nan,4960.0,100.0,,0,0,0,0,1,1
486719,3901,25740.0,100.0,,1,1,0,0,0,0
486720,4002,4600.0,100.0,,1,1,0,0,0,0
486731,nan,2410.0,100.0,,1,1,0,0,0,0
486748,4015,6300.0,45.6,,1,1,0,0,0,0
486777,4006,1800.0,25.5,,0,0,0,0,1,1
486808,4003,2750.0,-32.0,,0,0,0,1,0,1
486811,3810,1140.0,55.5,,0,0,0,1,0,1
486814,3803,1050.0,100.0,,1,1,0,0,0,0
486824,4106,6150.0,43.2,,1,1,0,0,0,0
486834,4008,1600.0,100.0,,0,1,0,1,0,1
486836,4001,1600.0,100.0,,1,1,0,0,0,0
486838,nan,1667.0,-56.8,,1,0,0,0,0,0
486918,3701,10564.0,23.0,,0,0,0,1,0,1
486921,3708,8434.0,67.4,,1,0,0,0,1,1
486932,4005,4700.0,100.0,,1,0,0,0,0,0
486939,3807,2275.0,69.8,,0,0,0,1,0,1
486979,3901,8000.0,100.0,,0,0,0,1,0,1
487116,3710,3650.0,100.0,,1,1,0,0,0,0
487176,3807,11500.0,-34.5,12.0,0,0,1,1,0,1
487190,4112,7400.0,100.0,,1,0,0,0,0,0
487201,nan,3164.0,5.0,,1,0,0,0,0,0
487226,3703,2500.0,-41.1,,1,0,0,0,0,0
487263,4113,1958.0,20.0,,0,1,0,0,1,1
487310,4107,5000.0,75.2,,1,1,0,0,0,0
487411,4018,4750.0,100.0,,1,1,0,0,1,1
487418,nan,2189.0,100.0,,0,0,0,1,0,1
487419,4103,1875.0,66.5,,0,1,0,1,0,1
487436,nan,10000.0,100.0,,1,1,0,0,0,0
487495,4112,5160.0,63.3,,0,1,0,0,1,1
487519,nan,2873.0,100.0,,1,0,0,0,0,0
487569,4104,5700.0,65.0,,1,1,0,0,0,0
487573,nan,4000.0,100.0,,0,0,0,1,0,1
487615,4109,2900.0,100.0,,1,1,0,0,0,0
487617,3807,19250.0,75.8,,1,1,0,0,0,0
487633,4017,3867.0,-28.9,,0,0,0,1,0,1
487647,4101,1728.0,58.4,,0,0,0,1,0,1
487704,4106,8000.0,16.0,,1,1,0,0,0,0
487752,nan,5480.0,100.0,,0,0,0,1,0,1
487766,3807,25100.0,-73.5,392.0,0,0,1,1,0,1
487804,4005,10228.0,100.0,,1,1,0,0,0,0
487825,3807,2452.0,100.0,,0,0,0,1,0,1
487830,4103,2500.0,71.0,,1,1,0,0,0,0
487863,4107,3125.0,-12.5,,0,0,0,1,0,1
487910,4103,4000.0,79.0,,1,1,0,0,0,0
487958,4109,1865.0,80.0,,1,1,0,0,0,0
487971,4002,2500.0,38.7,,0,0,0,1,0,1
487999,4014,580.0,-8.0,,0,0,0,0,1,1
488088,3901,4014.0,13.3,,1,0,0,0,0,0
488160,nan,1900.0,100.0,,0,0,0,1,0,1
488195,4001,2500.0,-19.8,,0,0,0,1,0,1
488237,3705,3501.0,100.0,,0,0,0,1,0,1
488249,3903,2690.0,-51.7,,1,0,0,0,0,0
488282,4016,5300.0,26.7,,1,1,0,0,1,1
488292,3902,4050.0,100.0,,1,1,0,0,0,0
488321,4011,2620.0,100.0,,1,0,0,0,0,0
488327,3803,1998.0,-17.2,,0,0,0,0,1,1
488330,nan,4224.0,100.0,,0,0,0,1,0,1
488349,3809,4544.0,100.0,18.0,1,1,1,0,0,0
488427,4114,6000.0,-20.0,,0,1,0,0,1,1
488500,nan,2025.0,100.0,,1,1,0,0,0,0
488595,nan,2500.0,50.0,,0,0,0,1,0,1
488607,4006,3000.0,-13.0,,0,0,0,1,0,1
488616,4101,2500.0,69.6,,1,1,0,0,0,0
488632,4004,2517.0,100.0,,1,1,0,0,0,0
488725,4103,7500.0,70.0,,1,1,0,0,0,0
488767,4101,2504.0,85.4,,0,0,0,1,0,1
488810,4103,4000.0,51.1,,1,1,0,0,0,0
488831,4007,1600.0,100.0,,0,0,0,1,0,1
488878,nan,2525.0,-13.3,,1,0,0,0,0,0
488938,nan,1500.0,100.0,,0,0,0,0,1,1
488943,3810,2225.0,44.5,,0,0,0,1,0,1
488980,3903,10000.0,78.3,,1,1,0,0,0,0
488996,3702,2500.0,-60.0,,0,0,0,1,0,1
489047,4001,1925.0,67.9,,1,1,0,0,0,0
489051,4101,4980.0,80.0,,0,0,0,0,1,1
489123,nan,3000.0,-43.3,,0,0,0,1,0,1
489145,3707,7500.0,100.0,,1,1,0,0,0,0
489164,3903,5375.0,10.0,,0,0,0,0,1,1
489181,4108,4000.0,61.1,,1,1,0,0,0,0
489199,4109,1672.0,80.0,,1,1,0,0,0,0
489253,4001,3630.0,42.4,,0,0,0,1,0,1
489260,4007,2000.0,100.0,,1,1,0,0,0,0
489313,4109,2500.0,50.0,,1,1,0,0,0,0
489349,3902,1860.0,-35.0,,0,0,0,0,1,1
489466,3901,4080.0,16.7,,1,0,0,0,0,0
489491,4112,1825.0,100.0,,1,1,0,0,0,0
489502,3903,3150.0,100.0,,1,0,0,0,0,0
489537,nan,2004.0,-92.0,,0,0,0,1,0,1
489564,nan,22300.0,100.0,,0,0,0,0,1,1
489627,3807,2320.0,100.0,,0,0,0,1,0,1
489666,nan,6812.0,100.0,,0,0,0,1,0,1
489669,4104,10000.0,80.0,,1,1,0,0,0,0
489719,4103,2625.0,36.7,,1,1,0,0,0,0
489741,4002,2000.0,100.0,,1,1,0,0,0,0
489762,4103,2500.0,100.0,,1,1,0,0,0,0
489816,nan,1945.0,3.7,,1,0,0,0,0,0
489822,4001,2500.0,100.0,,1,1,0,0,1,1
489843,4002,2500.0,91.8,,0,0,0,1,0,1
489919,4108,1940.0,64.2,,1,1,0,0,1,1
489930,4014,2504.0,-31.3,,0,0,0,1,0,1
489936,4103,6000.0,18.0,,1,0,0,0,0,0
489986,4001,2500.0,51.4,,0,1,0,1,0,1
490033,nan,23318.0,100.0,,0,0,0,1,0,1
490115,4109,2435.0,94.4,,0,0,0,1,0,1
490181,4003,2500.0,100.0,8.0,1,1,1,0,0,0
490220,4104,4000.0,51.7,,1,1,0,0,0,0
490241,3705,2781.0,71.8,,0,1,0,1,0,1
490274,4011,1600.0,15.2,,0,0,0,1,0,1
490296,4006,2000.0,36.0,,1,1,0,0,0,0
490332,3803,1817.0,36.6,,0,0,0,1,0,1
490405,4008,2000.0,-13.6,,0,0,0,0,1,1
490443,4018,1800.0,72.8,,1,1,0,0,0,0
490465,4005,2000.0,35.8,,0,0,0,1,0,1
490479,4106,5400.0,67.2,,1,0,0,0,0,0
490548,3902,9000.0,76.7,,1,1,0,0,0,0
490575,4006,2500.0,100.0,,1,1,0,0,1,1
490587,3807,2469.0,-61.6,,0,0,0,1,0,1
490645,4003,2000.0,66.7,,1,1,0,0,0,0
490689,4017,13000.0,-42.0,,0,0,0,1,0,1
490779,4017,12422.0,18.4,,0,1,0,0,1,1
490836,4103,5000.0,100.0,,0,0,0,1,0,1
490843,3903,10400.0,86.0,,1,0,0,0,1,1
490942,nan,2743.0,42.8,,1,0,0,0,0,0
490984,4103,34800.0,100.0,,0,0,0,1,0,1
490987,4008,3616.0,100.0,,0,0,0,1,0,1
490991,4110,2500.0,91.1,,1,0,0,0,0,0
490997,nan,3880.0,-45.0,,1,0,0,0,0,0
491023,3807,2784.0,60.2,,0,0,0,0,1,1
491111,4107,2642.0,72.8,,1,1,0,0,1,1
491135,nan,3360.0,-86.7,,1,0,0,0,0,0
491140,3810,2317.0,-24.7,,0,0,0,1,0,1
491180,nan,1911.0,7.4,,0,1,0,1,0,1
491284,nan,2375.0,100.0,,1,1,0,0,0,0
491304,nan,5000.0,5.0,,1,0,0,0,0,0
491442,nan,577.0,100.0,,0,0,0,1,0,1
491499,4002,1410.0,100.0,,1,1,0,0,0,0
491521,4001,17500.0,20.2,,1,1,0,0,0,0
491580,4006,2585.0,14.0,,0,0,0,1,0,1
491582,4003,2500.0,100.0,,0,0,0,1,0,1
491683,3802,2498.0,100.0,61.0,1,1,1,0,1,1
491684,nan,2500.0,100.0,,1,1,0,0,0,0
491697,4106,1900.0,100.0,,0,0,0,1,0,1
491727,nan,2000.0,100.0,,0,0,0,1,0,1
491755,4016,3300.0,83.2,,0,0,0,1,0,1
491801,3705,4765.0,100.0,,0,1,0,1,0,1
491814,nan,2500.0,100.0,,0,1,0,1,0,1
491845,4002,1775.0,100.0,,0,0,0,1,0,1
491884,4111,7080.0,74.9,,1,1,0,0,0,0
491888,4104,4000.0,55.0,,1,1,0,0,0,0
491911,4007,2500.0,100.0,,1,1,0,0,0,0
491946,4006,2500.0,100.0,,1,0,0,0,0,0
491966,nan,2475.0,100.0,,0,0,0,1,0,1
491988,nan,932.0,10.3,,1,0,0,0,0,0
492082,nan,5000.0,100.0,,0,0,0,1,0,1
492129,4001,4000.0,0.0,,1,1,0,0,0,0
492153,3803,5046.0,100.0,,1,1,0,0,0,0
492250,4101,7200.0,96.4,,1,1,0,0,0,0
492307,4113,2560.0,61.1,,0,0,0,1,0,1
492337,4016,2000.0,100.0,,0,0,0,1,0,1
492339,nan,7500.0,-2.5,,0,0,0,1,0,1
492361,nan,10710.0,100.0,,1,1,0,0,0,0
492366,4013,6000.0,64.4,,1,1,0,0,0,0
492374,nan,2134.0,100.0,,0,1,0,1,0,1
492382,4016,2000.0,100.0,,0,0,0,1,0,1
492412,4003,12500.0,-58.5,,0,1,0,1,0,1
492463,4016,4000.0,56.0,,1,1,0,0,0,0
492571,4103,7632.0,86.0,,1,1,0,0,0,0
492625,4007,1288.0,12.4,,0,1,0,0,1,1
492670,4002,2000.0,56.8,,1,1,0,0,0,0
492709,nan,15035.0,76.0,,1,1,0,0,0,0
492925,4015,2514.0,-53.0,,0,0,0,1,0,1
492978,4105,6000.0,-40.0,,1,0,0,0,0,0
493004,4109,9762.0,66.0,,1,1,0,0,0,0
493009,3901,9800.0,45.0,,0,0,0,0,1,1
493017,3903,13833.0,100.0,,0,1,0,1,0,1
493078,4005,2025.0,100.0,,1,1,0,0,0,0
493118,nan,2290.0,-63.3,,1,0,0,0,0,0
493145,nan,5880.0,100.0,,0,0,0,1,0,1
493203,4102,3125.0,0.5,8.0,1,0,1,0,0,0
493210,4007,1667.0,100.0,,1,1,0,0,0,0
493265,3702,2391.0,35.4,,1,0,0,0,0,0
493270,3705,1496.0,-12.8,,0,0,0,1,0,1
493332,4016,1991.0,-20.8,,0,0,0,1,0,1
493353,4114,2041.0,38.3,,0,0,0,1,0,1
493398,3901,6300.0,58.3,,1,1,0,0,0,0
493428,4009,1320.0,7.2,,0,0,0,0,1,1
493516,4109,49700.0,100.0,,1,1,0,0,0,0
493545,3808,20150.0,12.9,,0,1,0,1,0,1
493551,3705,1800.0,100.0,,1,0,0,0,0,0
493642,3902,2480.0,36.7,,1,1,0,0,0,0
493645,4105,4000.0,46.7,,1,1,0,0,0,0
493646,3903,2000.0,100.0,,1,0,0,0,0,0
493653,4005,1767.0,80.2,,0,0,0,1,0,1
493654,4017,6000.0,33.6,,1,0,0,0,0,0
493669,4101,2500.0,67.1,,1,1,0,0,0,0
493691,nan,27245.0,94.0,,0,0,0,1,0,1
493731,4004,10000.0,50.5,,1,1,0,0,0,0
493738,3702,2872.0,-36.0,,1,0,0,0,0,0
493808,4014,2460.0,-77.0,,0,0,0,1,0,1
493827,4106,4750.0,2.5,,0,0,0,1,0,1
493900,4008,2000.0,100.0,,0,1,0,1,0,1
493940,4013,2600.0,100.0,,0,1,0,1,0,1
493993,nan,4042.0,100.0,,0,1,0,1,0,1
494005,4015,4000.0,75.0,,0,0,0,0,1,1
494052,4112,2215.0,100.0,,1,1,0,0,0,0
494081,4106,11645.0,62.0,,1,1,0,0,0,0
494084,4106,4000.0,16.0,,1,1,0,0,0,0
494087,4005,1650.0,49.8,,0,1,0,1,0,1
494166,4006,6443.0,88.1,,1,1,0,0,0,0
494245,3807,3291.0,33.6,,1,1,0,0,0,0
494268,4001,6750.0,68.3,,1,1,0,0,0,0
494282,4101,5005.0,-32.8,,0,0,0,1,0,1
494289,3803,1514.0,100.0,,0,1,0,1,0,1
494333,3803,2304.0,100.0,,0,0,0,1,0,1
494369,4113,2500.0,-33.3,,1,0,0,0,0,0
494383,3701,10044.0,100.0,,1,1,0,0,1,1
494475,3807,1513.0,73.7,,1,1,0,0,1,1
494479,4104,4666.0,76.7,,1,1,0,0,0,0
494486,4018,2000.0,100.0,,0,0,0,1,0,1
494501,3705,2913.0,100.0,,0,0,0,1,0,1
494549,4014,5600.0,-21.8,,0,0,0,1,0,1
494594,4105,4200.0,15.6,,0,0,0,1,0,1
494598,4114,6375.0,18.0,,0,0,0,1,0,1
494616,4109,12000.0,43.8,,1,1,0,0,0,0
494617,3803,1682.0,29.5,,0,0,0,1,0,1
494676,nan,1.0,100.0,,0,0,0,0,1,1
494750,nan,2295.0,19.3,,1,0,0,0,0,0
494781,nan,1667.0,100.0,,0,0,0,1,0,1
494790,nan,3938.0,100.0,,1,1,0,0,0,0
494888,3901,13600.0,51.7,,1,1,0,0,0,0
494914,nan,2916.0,-71.7,,1,0,0,0,0,0
494918,4006,4287.0,78.6,,1,1,0,0,0,0
494984,3807,2375.0,0.0,,0,0,0,1,0,1
495024,3809,1738.0,49.3,,0,1,0,1,0,1
495057,nan,3807.0,100.0,,1,1,0,0,0,0
495062,4013,15400.0,100.0,,1,1,0,0,0,0
495064,4003,2000.0,1.7,,0,1,0,1,0,1
495161,nan,5325.0,100.0,,0,0,0,1,0,1
495189,nan,2500.0,100.0,,1,1,0,0,0,0
495210,4110,14352.0,100.0,,0,0,0,1,0,1
495239,4001,7500.0,58.8,29.0,1,1,1,0,0,0
495260,3902,4000.0,65.0,,1,1,0,0,0,0
495278,3810,1875.0,23.1,,0,0,0,1,0,1
495324,3803,712.0,100.0,,0,0,0,0,1,1
495338,nan,3905.0,100.0,,1,1,0,0,0,0
495401,4016,2823.0,-1.6,,0,0,0,1,0,1
495421,4012,5472.0,100.0,,0,0,0,0,1,1
495423,nan,7034.0,100.0,,0,0,0,1,0,1
495462,4015,7000.0,100.0,,1,1,0,0,0,0
495501,4004,4275.0,100.0,,1,1,0,0,1,1
495502,3805,2548.0,58.0,7.0,0,0,1,0,1,1
495562,3804,2625.0,100.0,,0,1,0,1,0,1
495605,nan,2850.0,-31.7,,1,0,0,0,0,0
495626,4001,2093.0,100.0,,0,0,0,1,0,1
495639,4015,5477.0,-49.7,,0,0,0,1,0,1
495695,3705,36046.0,44.2,,0,0,0,1,0,1
495752,3809,2192.0,44.2,,1,1,0,0,0,0
495788,3801,7744.0,39.7,,0,0,0,1,0,1
495819,4001,5000.0,75.3,,1,1,0,0,0,0
495825,3702,7125.0,76.8,,0,1,0,1,0,1
495840,3803,4996.0,100.0,,1,1,0,0,0,0
495876,3807,9875.0,67.2,,0,1,0,1,0,1
495897,4112,2673.0,11.1,,1,0,0,0,0,0
496021,nan,2890.0,100.0,,1,1,0,0,0,0
496074,3703,3742.0,21.7,,0,0,0,0,1,1
496075,4104,5000.0,-27.2,,0,0,0,1,0,1
496086,4002,1900.0,100.0,,1,1,0,0,0,0
496133,4104,4000.0,8.3,,1,1,0,0,0,0
496150,4103,2500.0,74.9,,0,1,0,1,0,1
496211,4016,1806.0,-10.0,,0,0,0,1,0,1
496243,4004,2205.0,52.0,,0,1,0,1,0,1
496293,3903,32350.0,0.8,,0,0,0,1,0,1
496299,4105,3800.0,30.0,,1,1,0,0,0,0
496347,nan,1420.0,100.0,,0,0,0,0,1,1
496349,4111,31500.0,19.0,100.0,0,0,1,1,0,1
496361,3810,1875.0,58.3,,0,0,0,1,0,1
496387,4002,1820.0,76.1,,0,0,0,1,0,1
496396,nan,760.0,100.0,,0,0,0,0,1,1
496409,nan,1603.0,100.0,,1,0,0,0,0,0
496477,nan,6200.0,92.2,,0,0,0,1,0,1
496512,nan,1353.0,0.8,,1,0,0,0,0,0
496539,4106,4000.0,67.0,,0,0,0,1,0,1
496544,4005,1750.0,100.0,,1,1,0,0,0,0
496548,4014,2504.0,-34.2,,0,0,0,1,0,1
496630,4008,2000.0,100.0,,0,0,0,1,0,1
496660,3903,35785.0,71.0,,0,0,0,1,0,1
496676,4107,6250.0,-20.5,,0,0,0,1,0,1
496691,nan,1250.0,100.0,,0,0,0,0,1,1
496710,nan,2167.0,-76.7,,1,0,0,0,0,0
496721,3901,7350.0,-16.7,,0,0,0,0,1,1
496761,4110,12137.0,79.5,,1,1,0,0,0,0
496816,3903,4450.0,81.7,,1,1,0,0,0,0
496825,nan,1625.0,-90.0,,1,0,0,0,0,0
496841,4002,1500.0,100.0,,1,1,0,0,0,0
496859,4008,2000.0,100.0,,0,0,0,1,0,1
497033,4002,2135.0,100.0,,0,0,0,1,0,1
