,puma,LotArea_07,availFAR_perc_07,st_2007,recent_built,recent_alter,is_st,has_disappered,has_lotincreased,has_merged
219304,3705,5175.0,100.0,,0,0,0,1,0,1
219310,4103,9010.0,100.0,,1,1,0,0,0,0
219341,nan,5043.0,100.0,,0,0,0,1,0,1
219358,4103,1302.0,100.0,,0,0,0,1,0,1
219377,nan,1875.0,100.0,,0,0,0,1,0,1
219379,4004,1140.0,100.0,,0,0,0,1,0,1
219381,4016,2000.0,100.0,,1,1,0,0,1,1
219391,4014,4000.0,54.4,,1,1,0,0,0,0
219421,nan,425.0,100.0,,0,1,0,1,0,1
219432,3703,4250.0,-20.0,,0,0,0,1,0,1
219463,4007,1250.0,-71.2,,0,0,0,0,1,1
219493,4011,3600.0,84.0,,1,1,0,0,0,0
219503,4006,2100.0,93.7,,1,1,0,0,0,0
219533,4103,29070.0,10.5,,0,0,0,1,0,1
219541,4014,3756.0,100.0,,1,1,0,0,0,0
219624,4114,6000.0,-52.0,,1,0,0,0,0,0
219626,4006,4273.0,49.4,,0,0,0,0,1,1
219630,4007,4990.0,97.5,,0,1,0,1,0,1
219634,4006,1252.0,100.0,,1,1,0,0,0,0
219645,4001,2500.0,61.5,,0,1,0,1,0,1
219680,4003,2000.0,100.0,,1,1,0,0,0,0
219731,nan,37282.0,100.0,,1,1,0,0,0,0
219739,3709,2500.0,53.6,,1,1,0,0,0,0
219761,3901,9660.0,56.0,,0,1,0,0,1,1
219823,3809,2581.0,100.0,,1,1,0,0,1,1
219881,4003,1600.0,100.0,,1,1,0,0,0,0
219891,3807,1560.0,72.2,,0,1,0,1,0,1
219895,3810,6410.0,100.0,,0,1,0,1,0,1
220027,4110,2800.0,68.0,,0,0,0,1,0,1
220034,4013,4000.0,45.6,,1,1,0,0,0,0
220039,nan,2100.0,100.0,,1,1,0,0,0,0
220075,4014,7034.0,-10.4,,0,1,0,1,0,1
220076,4008,7000.0,81.1,,1,1,0,0,0,0
220084,4109,2500.0,0.8,,1,0,0,0,0,0
220160,4016,41700.0,86.4,,1,1,0,0,0,0
220185,nan,2539.0,50.6,,1,1,0,0,0,0
220199,4008,2500.0,100.0,,0,0,0,0,1,1
220313,3702,34800.0,20.0,,0,0,0,1,0,1
220320,4114,1878.0,100.0,,0,0,0,1,0,1
220360,4010,2000.0,100.0,,1,1,0,0,1,1
220430,4001,1500.0,100.0,,1,1,0,0,1,1
220433,4104,5000.0,63.3,,1,1,0,0,0,0
220453,4107,6000.0,86.0,,0,1,0,1,0,1
220476,nan,2500.0,100.0,,0,0,0,1,0,1
220516,4015,3773.0,70.0,,1,1,0,0,1,1
220517,3902,6300.0,100.0,,1,1,0,0,0,0
220539,4004,2260.0,40.5,,0,0,0,1,0,1
220603,4006,2129.0,14.8,,0,0,0,1,0,1
220627,4015,4000.0,44.8,,0,0,0,1,0,1
220629,3704,5000.0,71.2,,1,1,0,0,0,0
220636,nan,7915.0,100.0,,0,0,0,0,1,1
220663,3709,31200.0,96.3,,1,1,0,0,0,0
220674,nan,2834.0,-12.8,,0,0,0,1,0,1
220732,nan,3123.0,-40.0,,1,0,0,0,0,0
220747,nan,285.0,100.0,,0,0,0,1,0,1
220785,nan,3437.0,-13.3,,1,0,0,0,0,0
220803,4101,2500.0,74.5,,1,1,0,0,0,0
220805,3901,43520.0,13.3,,0,0,0,0,1,1
220809,4007,1700.0,100.0,,0,0,0,1,0,1
220821,4003,2140.0,100.0,6.0,0,0,1,1,0,1
220823,3901,10000.0,75.0,,1,1,0,0,0,0
220850,4103,7500.0,51.7,,1,1,0,0,0,0
220852,nan,36800.0,100.0,,0,0,0,1,0,1
220866,4012,2504.0,80.5,,1,1,0,0,0,0
220874,nan,6226.0,100.0,,1,0,0,0,0,0
220966,nan,9479.0,100.0,,0,0,0,1,0,1
221044,3705,2271.0,-12.8,,0,0,0,1,0,1
221083,4003,2625.0,100.0,,1,1,0,0,0,0
221100,4001,1669.0,39.1,,0,1,0,0,1,1
221220,4001,2068.0,100.0,,0,0,0,1,0,1
221274,4014,2504.0,62.6,,1,1,0,0,0,0
221279,3808,4017.0,68.7,,1,1,0,0,0,0
221287,4006,17213.0,-47.3,82.0,1,0,1,0,1,1
221296,4010,5000.0,100.0,,1,1,0,0,1,1
221324,3802,2498.0,83.3,,0,0,0,1,0,1
221352,3807,50635.0,-41.2,,0,1,0,1,0,1
221369,3901,6305.0,-32.0,,1,0,0,0,0,0
221373,4106,6000.0,63.3,,1,1,0,0,0,0
221474,4105,6000.0,58.0,,1,1,0,0,0,0
221528,4103,2400.0,67.9,,0,1,0,1,0,1
221686,4112,2392.0,-62.4,,0,0,0,0,1,1
221732,3808,2280.0,71.5,7.0,0,1,1,1,0,1
221736,nan,5000.0,100.0,,0,0,0,1,0,1
221766,3803,2100.0,100.0,,0,1,0,1,0,1
221794,4006,2156.0,19.5,,1,1,0,0,0,0
221801,4110,2500.0,100.0,,0,0,0,1,0,1
221864,4006,11892.0,-99.0,,0,0,0,1,0,1
221887,nan,2500.0,100.0,,0,0,0,1,0,1
221944,3802,2498.0,100.0,,0,0,0,1,0,1
221959,3902,1700.0,21.7,,1,1,0,0,0,0
221987,4111,5500.0,38.9,,1,1,0,0,0,0
222045,4014,2500.0,56.4,,0,0,0,1,0,1
222099,nan,4400.0,100.0,,0,0,0,1,0,1
222127,4102,10031.0,68.3,,1,1,0,0,0,0
222148,3802,2500.0,83.3,,0,0,0,1,0,1
222180,4101,7566.0,24.4,,0,0,0,1,0,1
222280,4012,2204.0,37.4,,1,1,0,0,1,1
222305,4001,1250.0,100.0,,1,1,0,0,0,0
222381,4103,17469.0,36.0,,1,0,0,0,0,0
222469,nan,3000.0,-33.6,,0,0,0,1,0,1
222480,3810,1600.0,6.2,,0,0,0,1,0,1
222525,3903,8120.0,31.7,,1,1,0,0,0,0
222534,4004,1583.0,43.7,,0,1,0,1,0,1
222593,4103,7050.0,100.0,,0,0,0,1,0,1
222666,4014,4000.0,100.0,,0,0,0,0,1,1
222683,3705,6559.0,71.6,,0,0,0,1,0,1
222711,nan,2941.0,100.0,,0,0,0,1,0,1
222758,3807,6927.0,98.4,,0,0,0,1,0,1
222861,3705,12012.0,86.4,,1,1,0,0,1,1
222900,nan,6000.0,100.0,,0,0,0,1,0,1
222905,3806,23635.0,100.0,211.0,0,0,1,1,0,1
222969,nan,5500.0,-2.0,,1,1,0,0,0,0
222976,4004,3067.0,70.0,1.0,0,0,1,1,0,1
223036,3901,9000.0,72.0,,0,0,0,1,0,1
223079,4007,2283.0,100.0,,1,0,0,0,0,0
223097,4114,5000.0,16.7,,1,0,0,0,0,0
223102,nan,8000.0,100.0,,1,1,0,0,1,1
223120,4102,2500.0,63.5,,1,1,0,0,0,0
223131,3710,4971.0,62.0,,0,1,0,1,0,1
223147,3901,4375.0,2.0,,1,1,0,0,0,0
223193,nan,3720.0,100.0,,0,0,0,1,0,1
223223,4103,2325.0,41.2,,0,1,0,0,1,1
223230,3702,5000.0,100.0,,1,1,0,0,0,0
223233,4103,7342.0,100.0,,0,1,0,1,0,1
223250,4114,1225.0,100.0,,0,0,0,1,0,1
223262,4015,2750.0,87.5,,0,0,0,1,0,1
223356,3903,1800.0,48.0,,0,0,0,0,1,1
223377,4006,32000.0,69.5,,1,1,0,0,0,0
223439,4005,2000.0,10.0,,0,0,0,1,0,1
223452,4103,5000.0,45.0,,1,1,0,0,0,0
223486,4002,5983.0,100.0,,1,0,0,0,0,0
223503,4013,2000.0,55.6,,0,0,0,0,1,1
223575,4009,10800.0,100.0,,1,1,0,0,0,0
223606,3901,10000.0,86.7,,0,0,0,1,0,1
223640,nan,221.0,100.0,,0,0,0,1,0,1
223652,4103,6000.0,100.0,,1,1,0,0,0,0
223729,3702,2375.0,100.0,,1,1,0,0,0,0
223781,nan,64820.0,100.0,,1,1,0,0,1,1
223782,4109,2375.0,100.0,,1,1,0,0,0,0
223800,nan,8000.0,100.0,,0,0,0,1,0,1
223821,nan,50341.0,100.0,,0,0,0,1,0,1
223845,3710,2283.0,100.0,,0,0,0,1,0,1
223847,4109,2494.0,88.0,,1,1,0,0,0,0
223851,4017,2310.0,-43.2,,0,0,0,1,0,1
223855,4004,6008.0,66.7,,0,0,0,1,0,1
223886,4010,4000.0,100.0,,1,1,0,0,0,0
223941,nan,2469.0,49.0,,1,1,0,0,0,0
223981,3901,4720.0,100.0,,1,1,0,0,0,0
223996,3702,3541.0,34.4,,1,0,0,0,0,0
223997,4017,1347.0,67.0,,0,0,0,1,0,1
224007,nan,950.0,100.0,,0,0,0,1,0,1
224094,3803,1998.0,10.5,,0,0,0,0,1,1
224101,4102,2056.0,-96.7,,0,0,0,0,1,1
224107,4002,1500.0,100.0,,1,1,0,0,0,0
224299,4005,1596.0,50.0,,1,1,0,0,1,1
224316,4110,6860.0,86.4,,1,1,0,0,0,0
224319,4003,1667.0,-23.3,,0,0,0,1,0,1
224335,4005,2578.0,89.2,,0,1,0,1,0,1
224460,4001,2500.0,100.0,,1,1,0,0,1,1
224585,4004,1937.0,75.2,,0,0,0,1,0,1
224597,4006,2620.0,72.4,,0,1,0,1,0,1
224625,3806,921.0,73.9,,0,0,0,1,0,1
224638,3903,2912.0,73.2,,1,0,0,0,0,0
224647,4114,4180.0,100.0,,1,1,0,0,0,0
224654,nan,8095.0,-5.0,,1,0,0,0,0,0
224659,4017,4000.0,-8.8,,1,0,0,0,0,0
224669,3703,2500.0,-20.0,,1,0,0,0,0,0
224679,nan,2500.0,100.0,,1,1,0,0,0,0
224708,nan,3700.0,100.0,,0,0,0,1,0,1
224732,4006,8000.0,5.0,,1,1,0,0,0,0
224746,4009,4000.0,100.0,,0,0,0,1,0,1
224763,4108,5000.0,100.0,,1,0,0,0,0,0
224797,nan,39000.0,100.0,,0,0,0,1,0,1
224822,3702,5646.0,69.1,,0,0,0,1,0,1
224877,4005,2250.0,42.4,,0,0,0,1,0,1
224930,4003,2000.0,100.0,,1,1,0,0,0,0
224943,3902,6000.0,70.0,,1,1,0,0,0,0
224986,4112,2460.0,100.0,,1,0,0,0,0,0
224996,4002,2390.0,65.8,,1,1,0,0,0,0
225001,4105,4000.0,3.3,,1,0,0,0,0,0
225013,4002,1503.0,65.0,,1,0,0,0,1,1
225036,nan,2760.0,100.0,,0,0,0,1,0,1
225091,3901,1860.0,100.0,,1,1,0,0,0,0
225106,3810,1660.0,-15.6,,0,0,0,0,1,1
225110,nan,6200.0,100.0,,0,0,0,1,0,1
225192,4012,29210.0,100.0,,1,1,0,0,1,1
225196,4016,2000.0,-4.4,,0,0,0,0,1,1
225231,4018,2000.0,100.0,,1,1,0,0,0,0
225278,4105,4000.0,26.0,,1,1,0,0,0,0
225311,4014,3907.0,55.1,,1,1,0,0,0,0
225367,4004,250.0,100.0,,0,0,0,1,0,1
225374,3901,4600.0,55.0,,1,1,0,0,0,0
225376,4007,1360.0,25.6,,0,1,0,0,1,1
225419,4002,2309.0,55.1,,0,0,0,1,0,1
225422,nan,2000.0,-50.0,,0,0,0,1,0,1
225518,4014,3005.0,54.4,,1,1,0,0,0,0
225532,4101,6825.0,82.0,,1,1,0,0,1,1
225534,4001,2500.0,60.9,,0,0,0,1,0,1
225585,3805,1852.0,69.7,,0,1,0,1,0,1
225606,4103,5640.0,28.0,,1,1,0,0,0,0
225671,4001,1875.0,100.0,,0,0,0,1,0,1
225703,nan,2250.0,100.0,,1,1,0,0,0,0
225711,4004,2542.0,37.0,,1,1,0,0,0,0
225749,4011,11625.0,100.0,,1,1,0,0,0,0
225756,nan,1666.0,100.0,,0,0,0,0,1,1
225798,4109,4000.0,0.0,,0,0,0,1,0,1
225922,nan,3078.0,-41.7,,1,0,0,0,0,0
225933,3903,2750.0,100.0,,1,1,0,0,0,0
225968,4105,6000.0,60.0,,1,1,0,0,0,0
226018,4015,3500.0,38.9,,0,0,0,0,1,1
226104,4001,9860.0,66.3,,0,0,0,1,0,1
226138,4007,5625.0,100.0,,0,0,0,1,0,1
226184,4016,1800.0,100.0,,0,0,0,1,0,1
226321,4112,2397.0,100.0,,1,1,0,0,1,1
226332,nan,1141.0,-4.0,,1,0,0,0,0,0
226354,nan,2865.0,-12.0,,0,0,0,1,0,1
226404,3901,1860.0,100.0,,1,1,0,0,0,0
226451,3705,4229.0,100.0,,0,0,0,1,0,1
226452,3709,10300.0,80.0,,1,1,0,0,0,0
226472,3810,2260.0,67.6,,0,0,0,1,0,1
226503,nan,2400.0,11.7,,0,0,0,1,0,1
226536,4004,2500.0,100.0,,0,1,0,1,0,1
226582,4006,2750.0,93.0,,1,1,0,0,0,0
226596,4110,3264.0,100.0,,1,1,0,0,1,1
226606,4006,3105.0,70.0,,0,0,0,0,1,1
226668,nan,10350.0,100.0,,0,0,0,1,0,1
226705,3810,2559.0,100.0,,1,1,0,0,1,1
226786,4018,1800.0,100.0,,0,1,0,1,0,1
226842,4005,3600.0,-37.0,4.0,0,0,1,1,0,1
226858,4004,2500.0,100.0,,0,0,0,1,0,1
226878,nan,2375.0,100.0,,1,1,0,0,0,0
226978,4009,2000.0,66.7,,1,0,0,0,0,0
227047,4007,2921.0,49.4,,0,0,0,1,0,1
227072,3809,1600.0,34.6,,0,0,0,0,1,1
227087,4016,1785.0,100.0,,1,1,0,0,0,0
227125,4006,3825.0,100.0,,0,1,0,1,0,1
227212,4103,4000.0,-50.0,,1,0,0,0,0,0
227234,nan,5000.0,100.0,,0,0,0,0,1,1
227236,nan,1288.0,100.0,,1,1,0,0,0,0
227272,4008,1900.0,100.0,,0,0,0,1,0,1
227305,nan,2000.0,100.0,,0,0,0,1,0,1
227346,3810,7836.0,81.2,,0,0,0,1,0,1
227375,4112,5042.0,69.6,,1,1,0,0,0,0
227429,3808,22594.0,10.3,,1,1,0,0,0,0
227480,4006,6550.0,9.5,,0,0,0,1,0,1
227509,4104,7000.0,68.3,,1,1,0,0,0,0
227526,4005,2133.0,-2.0,,0,0,0,1,0,1
227584,3707,8572.0,100.0,,0,0,0,1,0,1
227586,3810,8365.0,100.0,,0,0,0,0,1,1
227624,4105,12000.0,51.7,,0,0,0,1,0,1
227683,4002,7500.0,100.0,,1,1,0,0,0,0
227729,4016,3000.0,-1.7,,0,0,0,1,0,1
227740,4015,7854.0,100.0,,1,1,0,0,0,0
227749,4001,4750.0,100.0,,0,0,0,0,1,1
227754,4112,2000.0,100.0,,1,1,0,0,1,1
227780,4002,1800.0,24.7,,1,1,0,0,0,0
227808,4004,1407.0,-37.0,,0,0,0,1,0,1
227896,3705,3968.0,91.3,,0,0,0,1,0,1
227915,3707,1900.0,100.0,,0,0,0,0,1,1
227938,3701,38367.0,100.0,,0,0,0,1,0,1
227995,3710,1863.0,16.5,,0,0,0,1,0,1
228188,4016,2000.0,100.0,,0,0,0,1,0,1
228208,4011,4569.0,88.5,,1,1,0,0,0,0
228220,4103,2800.0,21.0,,0,0,0,1,0,1
228221,4002,2230.0,100.0,,1,1,0,0,0,0
228244,4002,2500.0,67.1,,0,0,0,1,0,1
228255,4106,4000.0,16.0,,0,0,0,1,0,1
228288,4005,1826.0,39.0,,0,0,0,1,0,1
228292,4015,14250.0,93.0,,0,0,0,1,0,1
228314,4018,1933.0,-11.2,,0,0,0,1,0,1
228396,3710,1967.0,100.0,,1,1,0,0,0,0
228406,4002,2410.0,100.0,,1,1,0,0,0,0
228428,4018,27640.0,55.0,,1,1,0,0,0,0
228550,nan,3304.0,100.0,,1,1,0,0,0,0
228586,3903,2000.0,-33.3,,1,0,0,0,0,0
228598,nan,3179.0,0.0,,1,0,0,0,0,0
228660,4005,2750.0,100.0,,0,1,0,1,0,1
228676,4001,2500.0,100.0,,0,0,0,1,0,1
228680,3902,4000.0,76.7,,1,1,0,0,0,0
228725,4101,7300.0,86.0,,1,1,0,0,1,1
228760,4102,2000.0,69.1,,0,0,0,1,0,1
228864,4012,2003.0,33.3,,0,1,0,1,0,1
228896,4010,3125.0,82.0,,0,0,0,1,0,1
229022,4103,4000.0,56.7,,1,0,0,0,0,0
229078,3903,2500.0,46.7,,1,1,0,0,0,0
229116,nan,3807.0,100.0,,1,1,0,0,0,0
229125,4015,4254.0,63.4,,1,1,0,0,0,0
229136,4002,2500.0,100.0,,1,1,0,0,0,0
229194,4102,2500.0,92.0,,1,1,0,0,0,0
229199,nan,1520.0,100.0,,1,1,0,0,0,0
229256,4007,2500.0,100.0,,0,0,0,0,1,1
229296,4103,7200.0,-21.1,,0,0,0,1,0,1
229393,4016,1750.0,8.9,,1,1,0,0,0,0
229422,4001,2508.0,100.0,,0,0,0,1,0,1
229452,3902,6000.0,11.7,,1,0,0,0,0,0
229473,4003,1600.0,-0.8,,1,0,0,0,0,0
229476,3702,2500.0,-36.7,,0,0,0,1,0,1
229493,4009,1800.0,-86.7,,0,0,0,1,0,1
229513,nan,2480.0,100.0,,1,0,0,0,0,0
229551,4004,7500.0,68.0,,1,1,0,0,0,0
229582,4013,1597.0,-22.0,,0,0,0,1,0,1
229676,4018,2375.0,100.0,,0,0,0,1,0,1
229680,4011,7200.0,92.6,,0,0,0,1,0,1
229716,3902,3800.0,53.3,,0,0,0,0,1,1
229746,nan,1600.0,100.0,,1,0,0,0,0,0
229867,nan,5000.0,100.0,,0,0,0,1,0,1
229887,nan,2500.0,100.0,,1,1,0,0,0,0
229945,3903,3080.0,100.0,,0,0,0,1,0,1
229958,4003,2500.0,50.0,,0,1,0,1,0,1
230005,4001,2500.0,100.0,,0,0,0,1,0,1
230046,4013,4000.0,67.8,,1,1,0,0,0,0
230076,4009,6300.0,100.0,,0,0,0,1,0,1
230088,4112,7500.0,100.0,,1,1,0,0,0,0
230184,4001,6000.0,2.0,,1,1,0,0,0,0
230188,3807,2469.0,86.7,,0,0,0,1,0,1
230346,4105,3564.0,100.0,,1,0,0,0,0,0
230360,4002,1700.0,100.0,,1,1,0,0,0,0
230363,nan,1911.0,7.4,,0,1,0,1,0,1
230384,4016,3000.0,-20.0,,1,1,0,0,0,0
230419,4112,2080.0,99.5,,0,0,0,1,0,1
230438,4107,4000.0,100.0,,0,1,0,1,0,1
230458,3807,5020.0,61.6,,1,1,0,0,0,0
230465,3903,4950.0,100.0,,0,0,0,1,0,1
230487,4103,2765.0,32.2,,1,0,0,0,0,0
230514,4101,1866.0,100.0,,1,1,0,0,0,0
230552,4018,1875.0,100.0,,0,0,0,0,1,1
230559,nan,6100.0,100.0,,0,0,0,1,0,1
230727,3807,3948.0,-78.9,,0,0,0,1,0,1
230767,4103,3142.0,40.0,,1,1,0,0,0,0
230785,4008,2000.0,100.0,,0,1,0,1,0,1
230797,4017,7443.0,60.8,,1,1,0,0,0,0
230868,4014,3523.0,65.0,,1,1,0,0,0,0
230881,3702,2500.0,100.0,,1,1,0,0,0,0
230960,4016,2375.0,100.0,,0,0,0,1,0,1
230973,4103,19208.0,100.0,,1,0,0,0,0,0
230988,3803,1200.0,6.7,,0,0,0,1,0,1
231063,4008,2551.0,-46.7,,1,0,0,0,0,0
231135,4006,1890.0,100.0,,0,1,0,1,0,1
231143,4106,5000.0,18.0,,1,0,0,0,0,0
231182,4006,2411.0,100.0,,0,0,0,1,0,1
231200,4001,28575.0,100.0,,0,0,0,1,0,1
231380,4015,2400.0,75.0,,0,0,0,1,0,1
231392,3807,19750.0,100.0,,1,1,0,0,0,0
231414,4109,5000.0,58.9,,1,1,0,0,0,0
231425,4006,4150.0,100.0,,0,0,0,1,0,1
231453,4007,2500.0,100.0,,0,0,0,0,1,1
231458,4017,11133.0,61.6,,0,0,0,0,1,1
231467,3705,2612.0,100.0,,0,1,0,1,0,1
231580,4110,7515.0,78.5,,0,0,0,1,0,1
231602,4007,38875.0,22.5,,0,0,0,1,0,1
231656,nan,14092.0,100.0,,0,0,0,1,0,1
231658,nan,5102.0,-33.3,,1,1,0,0,0,0
231698,nan,2500.0,100.0,,1,1,0,0,0,0
231712,4018,2386.0,100.0,,1,1,0,0,0,0
231730,4010,4000.0,-56.0,5.0,1,1,1,0,1,1
231747,4002,1800.0,100.0,,0,0,0,1,0,1
231783,4107,2500.0,100.0,,0,1,0,1,0,1
231800,nan,3195.0,100.0,,0,1,0,1,0,1
231811,4001,2500.0,-46.9,,0,0,0,1,0,1
231878,4004,21250.0,100.0,,0,1,0,1,0,1
231942,4010,64866.0,20.0,,0,0,0,0,1,1
232027,3703,3411.0,-40.0,,1,1,0,0,0,0
232074,3901,5000.0,60.0,,1,1,0,0,0,0
232117,nan,7530.0,100.0,,0,0,0,0,1,1
232170,3805,1678.0,57.0,,0,0,0,1,0,1
232194,3810,5335.0,100.0,,1,1,0,0,1,1
232255,3807,5925.0,51.7,,0,0,0,1,0,1
232285,nan,8500.0,100.0,,0,0,0,0,1,1
232286,4002,2245.0,100.0,,0,0,0,1,0,1
232368,4016,3000.0,-45.0,,1,1,0,0,0,0
232403,3901,60588.0,96.7,,1,1,0,0,0,0
232449,3807,2008.0,100.0,,0,1,0,1,0,1
232537,4107,5004.0,100.0,,0,1,0,1,0,1
232545,4004,4680.0,-4.7,,0,0,0,1,0,1
232576,3807,4600.0,100.0,,0,0,0,1,0,1
232579,4107,3555.0,32.8,,1,1,0,0,0,0
232594,4101,2392.0,37.6,,1,1,0,0,0,0
232628,3710,10000.0,100.0,,1,1,0,0,0,0
232640,4001,2547.0,100.0,,0,0,0,1,0,1
232650,4109,3635.0,53.6,,1,1,0,0,0,0
232714,4006,5088.0,53.0,,1,1,0,0,0,0
232715,4003,5407.0,-51.7,,0,0,0,1,0,1
232819,nan,29990.0,100.0,,0,0,0,1,0,1
232971,4111,45898.0,-88.0,,0,0,0,1,0,1
233070,4016,1800.0,15.6,,1,1,0,0,0,0
233099,4106,8100.0,-61.3,,0,0,0,1,0,1
233104,3809,2275.0,100.0,,0,1,0,1,0,1
233118,3802,5175.0,95.7,,1,1,0,0,0,0
233124,4014,6000.0,45.0,,1,1,0,0,0,0
233185,4001,3200.0,100.0,,0,0,0,1,0,1
233234,4112,5000.0,75.0,,1,1,0,0,0,0
233408,4016,1800.0,44.4,,0,1,0,0,1,1
233423,4103,5000.0,67.8,,0,0,0,1,0,1
233467,4016,3800.0,23.3,,1,1,0,0,0,0
233503,4012,2504.0,-37.5,,1,0,0,0,0,0
233504,3803,6000.0,-6.1,22.0,0,0,1,0,1,1
233540,4109,1625.0,42.5,,1,1,0,0,0,0
233549,3810,1555.0,36.0,,0,1,0,0,1,1
233582,4012,5009.0,-62.0,,0,0,0,1,0,1
233600,nan,1599.0,100.0,,0,0,0,1,0,1
233625,4101,2500.0,68.0,,1,1,0,0,0,0
233644,4007,1925.0,100.0,,0,0,0,1,0,1
233659,3801,2500.0,69.1,,0,0,0,0,1,1
233695,3707,2325.0,100.0,,0,1,0,1,0,1
233783,4017,2000.0,-36.8,,0,0,0,1,0,1
233789,4107,3000.0,71.2,,1,1,0,0,0,0
233823,4103,40360.0,28.3,,0,0,0,1,0,1
233861,4001,2250.0,100.0,,0,1,0,1,0,1
233938,4008,2000.0,-5.6,,0,0,0,1,0,1
233947,4011,4900.0,100.0,,0,0,0,1,0,1
234012,3902,4000.0,71.7,,1,1,0,0,0,0
234040,nan,6970.0,6.7,,1,0,0,0,0,0
234047,4007,1667.0,100.0,,1,1,0,0,0,0
234073,3807,4115.0,36.6,,0,1,0,1,0,1
234079,4012,2003.0,-8.2,5.0,0,0,1,1,0,1
234104,3702,2266.0,-40.0,,1,0,0,0,0,0
234108,3901,13600.0,80.0,,1,1,0,0,0,0
234159,4010,10000.0,0.0,,0,0,0,1,0,1
234179,4104,3600.0,-21.7,,0,0,0,0,1,1
234231,4004,2200.0,100.0,,1,1,0,0,1,1
234262,4002,3000.0,100.0,,0,0,0,1,0,1
234275,4018,1933.0,100.0,,1,0,0,0,0,0
234280,nan,322.0,100.0,,0,0,0,1,0,1
234302,4003,4952.0,100.0,,0,1,0,1,0,1
234336,4017,6693.0,55.2,,0,1,0,1,0,1
234342,3807,7657.0,100.0,,0,0,0,1,0,1
234350,3707,4904.0,100.0,,1,1,0,0,0,0
234351,nan,20000.0,100.0,,0,0,0,0,1,1
234484,4104,4560.0,70.0,,1,1,0,0,0,0
234506,nan,3280.0,100.0,,0,0,0,1,0,1
234519,4001,2257.0,-64.6,,0,1,0,1,0,1
234535,4003,1667.0,100.0,,1,1,0,0,0,0
234546,4014,4007.0,60.9,,0,1,0,1,0,1
234626,4009,14000.0,58.8,,0,1,0,1,0,1
234637,3806,28325.0,20.6,32.0,0,0,1,1,0,1
234669,3803,4996.0,100.0,,0,1,0,0,1,1
234739,3807,1850.0,92.4,,0,0,0,1,0,1
234828,nan,5527.0,100.0,,0,0,0,0,1,1
234849,3702,4971.0,100.0,,0,1,0,1,0,1
234965,4104,3857.0,-33.3,,0,1,0,1,0,1
234983,3807,2108.0,68.2,,0,0,0,0,1,1
235018,3702,2500.0,100.0,,1,1,0,0,0,0
235113,4003,2500.0,100.0,,1,1,0,0,0,0
235173,nan,5754.0,100.0,,0,0,0,1,0,1
235180,nan,833.0,100.0,,0,0,0,1,0,1
235189,4103,3618.0,69.1,,0,1,0,1,0,1
235197,3902,4480.0,55.0,,1,1,0,0,0,0
235200,3901,6075.0,43.3,,1,0,0,0,0,0
235216,4112,2475.0,100.0,,1,1,0,0,0,0
235219,3901,10000.0,84.0,,1,0,0,0,0,0
235316,3807,4942.0,100.0,,1,1,0,0,0,0
235349,nan,1885.0,-75.2,,0,0,0,1,0,1
235357,3901,10230.0,53.3,,1,1,0,0,0,0
235448,4018,8037.0,84.8,,0,0,0,1,0,1
235507,nan,3240.0,100.0,,1,1,0,0,1,1
235602,4103,3420.0,0.0,,1,0,0,0,0,0
235651,nan,4375.0,5.0,,0,0,0,1,0,1
235657,nan,4629.0,100.0,,0,1,0,1,0,1
235716,4113,2502.0,100.0,,0,0,0,1,0,1
235719,4006,2500.0,100.0,,0,0,0,1,0,1
235798,4104,4000.0,56.7,,1,1,0,0,0,0
235902,nan,2500.0,76.8,,0,1,0,1,0,1
235919,4016,3000.0,100.0,,0,0,0,1,0,1
235938,3807,2008.0,100.0,,0,1,0,1,0,1
235948,4103,2743.0,100.0,,1,1,0,0,0,0
235976,3809,2175.0,65.8,,0,0,0,1,0,1
235984,3807,1449.0,44.1,,0,0,0,1,0,1
236011,4005,4000.0,64.5,,0,1,0,1,0,1
236014,4003,2500.0,100.0,,1,1,0,0,1,1
236050,4002,1630.0,100.0,,1,1,0,0,0,0
236174,4011,1800.0,100.0,,0,0,0,1,0,1
236186,4107,2132.0,17.8,,0,0,0,0,1,1
236196,3901,12400.0,88.0,,1,1,0,0,0,0
236234,3702,1546.0,-38.9,,1,0,0,0,0,0
236282,3810,1323.0,77.7,,0,0,0,0,1,1
236348,4015,3500.0,83.5,,0,0,0,0,1,1
236349,3709,3500.0,100.0,,1,1,0,0,0,0
236382,4107,3138.0,75.3,,0,0,0,1,0,1
236386,4113,4000.0,44.0,,0,0,0,0,1,1
236402,3901,4650.0,100.0,,1,1,0,0,1,1
236477,3804,7569.0,100.0,,0,0,0,1,0,1
236487,4005,1587.0,-30.0,,0,0,0,1,0,1
236488,4002,2500.0,47.1,,0,0,0,1,0,1
236491,4013,12690.0,100.0,,1,1,0,0,0,0
236558,4005,1560.0,-26.7,,0,0,0,1,0,1
236572,4102,5000.0,61.1,,1,1,0,0,0,0
236604,4002,2000.0,51.4,,1,1,0,0,1,1
236610,4106,5800.0,16.0,,1,1,0,0,0,0
236693,3705,1447.0,100.0,,0,0,0,0,1,1
236799,nan,2000.0,100.0,,0,0,0,1,0,1
236838,nan,68000.0,100.0,,0,0,0,1,0,1
236855,4018,2400.0,100.0,,0,0,0,1,0,1
236887,3901,6000.0,38.3,,1,1,0,0,0,0
236923,3803,4000.0,-38.1,,0,0,0,1,0,1
